YEAR,TEAM NO,TEAM,SEED,ROUND,PRESEASON KADJ EM RANK,PRESEASON KADJ EM,PRESEASON KADJ O,PRESEASON KADJ O RANK,PRESEASON KADJ D,PRESEASON KADJ D RANK,PRESEASON KADJ T,PRESEASON KADJ T RANK,KADJ EM RANK CHANGE,KADJ EM CHANGE,KADJ T CHANGE
2023,980,Marquette,2,32,76,11.07,104.6,78,93.5,71,73,66,66,11.31,-4.9
2023,979,Maryland,8,32,56,14.16,106.5,53,92.3,60,71.7,165,33,3.83,-7.5
2023,978,Memphis,8,64,34,17.51,106,60,88.5,15,74.2,19,14,1.02,-3
2023,977,Miami FL,5,4,42,16.07,108.2,32,92.1,56,71.7,166,18,1.87,-2.8
2023,976,Michigan St.,7,16,31,18.15,109.4,26,91.2,38,71.6,168,5,-0.54,-7
2023,975,Mississippi St.,11,68,53,14.69,106.4,55,91.7,47,70.2,284,0,-1.19,-6.6
2023,974,Missouri,7,32,41,16.09,107.9,39,91.8,50,71.2,210,-16,-3.02,-2.5
2023,973,Montana St.,14,64,173,-0.63,100.2,152,100.8,208,71.6,172,60,6.12,-5.3
2023,972,Nevada,11,68,132,2.85,101.7,127,98.9,158,73.9,25,70,9.88,-8
2023,971,North Carolina St.,11,64,81,9.8,106.3,56,96.5,118,71.9,140,29,3.75,-3
2023,970,Northern Kentucky,16,64,151,1.2,101.4,130,100.2,192,69.4,332,-9,-0.55,-7.3
2023,969,Northwestern,7,32,70,11.73,103.6,93,91.9,52,71.3,201,32,3.87,-6.8
2023,968,Oral Roberts,12,64,120,4.66,107.1,46,102.4,249,73.3,50,48,6.99,-3.2
2023,967,Penn St.,10,32,46,15.56,108,35,92.5,62,67.9,358,10,0.49,-3.7
2023,966,Pittsburgh,11,32,84,9.19,104.1,83,94.9,95,69.5,323,25,3.67,-2.2
2023,965,Princeton,15,16,143,1.88,102.8,110,100.9,209,70.9,244,52,6.16,-4
2023,964,Providence,11,64,57,13.74,105.5,65,91.8,51,70.3,278,17,1.66,-3.6
2023,963,Purdue,1,64,25,19.24,111.4,11,92.2,58,70.4,272,18,4.01,-6.2
2023,962,Saint Mary's,5,32,47,15.41,104.8,73,89.3,19,68.3,351,34,5.83,-6.6
2023,961,San Diego St.,5,2,18,20.37,106.8,50,86.4,5,70.1,297,4,-0.03,-4.4
2023,960,Southeast Missouri St.,16,68,309,-11.82,95.3,245,107.1,341,74.2,18,52,4.61,-1.9
2023,959,TCU,6,32,16,22.15,109.3,27,87.2,11,70.6,255,-9,-4.37,-0.9
2023,958,Tennessee,4,16,4,27.11,111.5,10,84.4,2,71.2,208,-2,-3.31,-6.2
2023,957,Texas,2,8,2,28.4,111.6,9,83.2,1,69.2,336,-3,-3.97,-0.4
2023,956,Texas A&M,7,64,45,15.62,104.9,72,89.3,17,70.5,261,12,1.08,-4.6
2023,955,Texas A&M Corpus Chris,16,64,212,-4.31,95.6,235,100,184,73.1,56,36,3.83,-4.1
2023,954,Texas Southern,16,68,233,-5.2,94.7,259,99.9,180,73.3,49,-72,-5.96,-4.2
2023,953,UC Santa Barbara,14,64,106,6.54,104.1,84,97.5,130,69.9,309,-6,-0.86,-5.2
2023,952,UCLA,2,16,11,23.13,112.4,7,89.3,18,69.4,330,8,4.15,-3.4
2023,951,UNC Asheville,15,64,187,-2.6,98.4,183,101,214,71.1,230,39,3.82,-2.8
2023,950,USC,10,64,36,17.26,107.7,40,90.5,31,71.1,228,-9,-2.42,-3.1
2023,949,Utah St.,10,64,68,11.79,104.3,82,92.5,64,71,235,40,5.6,-2.4
2023,948,VCU,12,64,94,7.84,99.9,160,92.1,55,72.7,82,34,5.01,-4.8
2023,947,Vermont,15,64,100,7.12,103.5,96,96.4,113,69.6,319,-14,-1.79,-5.3
2023,946,Virginia,4,64,5,25.75,111.2,14,85.4,4,65.1,363,-29,-9.38,-3.6
2023,945,West Virginia,9,64,73,11.33,103.7,90,92.4,61,72.4,105,54,7.49,-3.9
2023,944,Xavier,3,16,38,16.47,108.1,34,91.7,45,71.3,205,23,3.47,-0.8
2022,943,Akron,13,64,140,3.19,102.3,131,99.1,147,72.3,168,14,0.44,-10.2
2022,942,Alabama,6,64,19,20.5,111.7,13,91.2,32,76.4,5,-9,-3.94,-4.5
2022,941,Arizona,1,16,47,15.56,107.7,52,92.1,39,72.3,169,42,10.4,0
2022,940,Arkansas,4,8,15,21.06,110.4,21,89.4,11,75.1,25,-3,-1.59,-4.4
2022,939,Auburn,2,32,28,18.2,110.4,22,92.2,40,74.5,38,16,5.01,-4.4
2022,938,Baylor,1,32,6,24.75,114.1,5,89.4,12,71.1,258,2,2.29,-3.7
2022,937,Boise St.,8,64,80,10.69,105.2,84,94.5,72,72.8,135,41,4.45,-8.3
2022,936,Bryant,16,68,204,-3.5,99.8,178,103.3,248,75.7,14,15,2.18,-3.1
2022,935,Cal St. Fullerton,15,64,206,-3.6,100.4,168,104,267,74.5,36,52,5.06,-8.5
2022,934,Chattanooga,13,64,156,0.63,101.1,156,100.5,177,70.8,278,89,10.88,-6
2022,933,Colgate,14,64,121,5.28,105.7,79,100.4,176,74,57,4,-0.87,-6.8
2022,932,Colorado St.,6,64,72,12.32,107.8,48,95.5,90,72.6,147,26,2.13,-7.2
2022,931,Connecticut,5,64,21,19.12,109.3,35,90.1,22,70.7,281,-1,-0.57,-6
2022,930,Creighton,9,32,53,14.29,107.4,60,93.1,53,73,118,3,-0.51,-5.8
2022,929,Davidson,10,64,91,8.92,106.3,71,97.3,117,68.5,351,51,5.93,-3.8
2022,928,Delaware,15,64,150,1.34,100.9,159,99.5,159,70.6,289,9,1.3,-4
2022,927,Duke,2,4,10,21.95,111.7,12,89.8,17,73.1,111,2,3.2,-5.8
2022,926,Georgia St.,16,64,102,6.69,105.7,80,99,145,74,56,-48,-5.09,-6.7
2022,925,Gonzaga,1,16,1,31.52,120.1,1,88.5,7,75.9,11,0,-0.57,-3.4
2022,924,Houston,5,8,11,21.89,110.8,19,88.9,8,69.7,332,9,5.81,-6.1
2022,923,Illinois,4,32,4,25.01,112.2,11,87.2,2,73.8,69,-16,-6.27,-6.6
2022,922,Indiana,12,64,30,17.97,108.2,42,90.2,23,71.7,216,-18,-3.93,-4.5
2022,921,Iowa,5,64,23,18.74,112.2,10,93.5,58,73.8,75,10,3.98,-4.1
2022,920,Iowa St.,11,16,113,5.78,101.4,151,95.6,91,71.9,205,70,8.86,-5.6
2022,919,Jacksonville St.,15,64,136,3.57,103.1,121,99.5,158,70.5,298,-12,-1.6,-5.4
2022,918,Kansas,1,1,3,26.32,114.4,4,88.1,5,72.5,151,0,1.16,-3.2
2022,917,Kentucky,2,64,17,20.89,111.5,15,90.6,26,72.3,166,11,4.83,-4.8
2022,916,Longwood,14,64,246,-6.53,94.6,274,101.1,192,70.4,303,101,8.75,-4.3
2022,915,Loyola Chicago,10,64,32,17.69,109.3,34,91.6,34,71,263,3,-1.17,-6.3
2022,914,LSU,6,64,43,15.89,109.8,27,93.9,63,73.9,61,22,2.75,-5.3
2022,913,Marquette,9,64,87,9.84,104,105,94.2,67,71.7,214,31,3.22,-0.8
2022,912,Memphis,9,32,16,20.94,108.6,39,87.6,3,75.2,22,-8,-3.71,-5.4
2022,911,Miami FL,10,8,83,10.28,105.9,77,95.6,92,71.6,226,42,4.52,-3.8
2022,910,Michigan,11,16,2,28.3,114.8,3,86.5,1,71.5,238,-25,-11.7,-4.8
2022,909,Michigan St.,7,32,22,18.83,108.1,43,89.2,10,72.1,177,-20,-4.07,-4.6
2022,908,Montana St.,14,64,175,-1.07,100.2,174,101.2,195,72.1,179,37,4.01,-4.6
2022,907,Murray St.,7,32,128,4.61,103,122,98.4,137,71.3,249,92,10.81,-5.2
2022,906,New Mexico St.,12,32,110,6.04,103.1,120,97.1,116,69.8,325,30,4.58,-3.7
2022,905,Norfolk St.,16,64,305,-12.13,92.2,321,104.3,272,72,190,129,11.64,-5.2
2022,904,North Carolina,8,2,40,16.12,110.2,23,94.1,66,73.5,86,24,4.02,-3.3
2022,903,Notre Dame,11,32,27,18.2,114,6,95.8,96,71.2,250,-11,-2.95,-5.6
2022,902,Ohio St.,7,32,8,23.01,113.1,8,90.1,19,70.9,266,-23,-6.77,-5.9
2022,901,Providence,4,16,85,10.12,104.8,92,94.7,77,71,262,53,5.77,-5.8
2022,900,Purdue,3,16,5,24.93,115,2,90,18,70.7,283,-9,-2.57,-4.6
2022,899,Richmond,12,32,64,13.07,107.5,56,94.4,69,72.2,171,-21,-3.62,-5.4
2022,898,Rutgers,11,68,69,12.51,105,87,92.5,43,71.5,231,-8,-1.69,-6.6
2022,897,Saint Mary's,5,32,41,16.07,107.1,63,91.1,30,67.9,355,24,3.46,-4.3
2022,896,Saint Peter's,15,8,171,-0.58,94.9,271,95.5,88,70.9,272,69,7.82,-5
2022,895,San Diego St.,8,64,33,17.59,106.8,66,89.2,9,70.4,302,8,-0.52,-5
2022,894,San Francisco,10,64,34,17.37,109.2,37,91.8,38,72.1,180,11,0.01,-3.2
2022,893,Seton Hall,8,64,50,15.09,107.5,57,92.4,42,71.6,224,-2,-1.48,-4.2
2022,892,South Dakota St.,13,64,89,9.06,109.2,36,100.2,172,73.7,80,8,1.52,-4.3
2022,891,TCU,9,32,75,11.61,106.2,72,94.6,76,71.2,253,49,5.41,-5.3
2022,890,Tennessee,3,32,13,21.64,110,25,88.4,6,71.4,244,4,3.46,-4
2022,889,Texas,6,32,14,21.16,111.3,16,90.1,20,70.5,297,-1,-0.29,-6.7
2022,888,Texas A&M Corpus Chris,16,68,343,-20.17,88.1,346,108.3,335,72.9,121,98,13.62,-3.5
2022,887,Texas Southern,16,64,239,-6.07,96.4,245,102.5,231,75.3,20,52,4.79,-7.1
2022,886,Texas Tech,3,16,12,21.71,109.7,30,88,4,68.7,347,5,3.93,-2.2
2022,885,UAB,12,64,71,12.34,105.5,83,93.1,55,72.1,178,20,1.33,-3.2
2022,884,UCLA,4,16,7,23.4,113,9,89.6,14,68.8,346,-4,0.85,-3.6
2022,883,USC,7,64,20,19.98,109.5,32,89.5,13,71.8,206,-27,-5.84,-5.6
2022,882,Vermont,13,64,104,6.6,103,124,96.4,107,70.4,301,50,6.6,-5.5
2022,881,Villanova,2,4,9,22.19,114,7,91.8,37,69.4,340,-1,2.37,-7.1
2022,880,Virginia Tech,11,64,39,16.53,109.3,33,92.8,48,70.3,306,20,2.33,-7
2022,879,Wisconsin,3,32,44,15.89,105.7,81,89.8,16,69,345,7,-0.55,-2.5
2022,878,Wright St.,16,64,109,6.05,104,107,97.9,125,74,58,-63,-6.33,-5.1
2022,877,Wyoming,12,68,182,-1.57,101.6,144,103.1,245,72.7,140,117,13.51,-6.6
2022,876,Yale,14,64,165,-0.02,103.4,117,103.4,251,72.3,164,18,2.01,-3.5
2021,875,Abilene Christian,14,32,156,0.05,97,186,97,140,71.8,191,72,10.06,-2.5
2021,874,Alabama,2,16,46,15.68,106.6,37,90.9,60,76.7,6,37,9.4,-3.3
2021,873,Appalachian St.,16,68,192,-2.91,96.9,191,99.8,199,70.8,269,-20,-1.8,-5.4
2021,872,Arkansas,3,8,54,14.91,106.2,44,91.2,63,74.1,48,36,6.65,-1.5
2021,871,Baylor,1,1,3,26.24,112.1,3,85.8,8,70.2,307,1,7.63,-2.7
2021,870,BYU,6,64,88,8.89,104.1,74,95.2,109,73.4,69,68,12.23,-5.8
2021,869,Clemson,7,64,40,16.7,106,46,89.3,39,70,311,-5,-1.23,-6
2021,868,Cleveland St.,15,64,213,-5.01,94.2,254,99.2,184,71.2,242,44,4.88,-5.1
2021,867,Colgate,14,64,145,1.53,101.6,104,100.1,204,71.4,223,56,7.72,0.7
2021,866,Colorado,5,32,62,14,104.6,63,90.6,54,71.9,176,54,11.1,-5.8
2021,865,Connecticut,7,64,43,16.26,106.9,35,90.6,53,71.8,189,22,4.35,-6.3
2021,864,Creighton,5,16,14,21.17,111.3,6,90.1,45,72.6,126,-8,-0.58,-3.9
2021,863,Drake,11,64,158,-0.28,98.4,157,98.7,172,72.1,164,103,14.55,-5.8
2021,862,Drexel,16,64,162,-0.68,99.7,133,100.4,218,72,167,4,1.35,-8.1
2021,861,Eastern Washington,14,64,143,1.73,100.5,121,98.8,178,74.4,34,38,6.46,-2.3
2021,860,Florida,7,32,24,19.49,107.8,24,88.3,24,69.9,318,-17,-2.54,-1.6
2021,859,Florida St.,4,16,18,20.02,107.5,26,87.4,15,73.6,62,3,2.1,-3.7
2021,858,Georgetown,12,64,87,9.07,102.7,88,93.6,88,73.7,57,24,3.84,-4
2021,857,Georgia Tech,9,64,72,11.32,102.8,85,91.5,67,73,92,35,6.18,-5.7
2021,856,Gonzaga,1,2,1,27.91,114.1,1,86.2,10,74.3,41,0,8.58,-0.5
2021,855,Grand Canyon,15,64,165,-0.95,97,188,98,156,71.2,245,62,9.27,-6.3
2021,854,Hartford,16,64,307,-11.22,92.2,294,103.4,296,71.9,184,113,8.24,-4.9
2021,853,Houston,2,4,21,19.73,110.1,9,90.4,49,70.2,304,16,9.01,-5.8
2021,852,Illinois,1,32,17,20.03,108.1,21,88.1,20,71.2,246,13,9.03,-0.7
2021,851,Iona,15,64,263,-8.25,94.3,252,102.5,281,72.1,160,85,7.48,-4.5
2021,850,Iowa,2,32,13,21.23,113.2,2,92,72,73.5,64,6,5.64,-3.7
2021,849,Kansas,3,32,5,24.32,108.8,12,84.5,2,71.9,180,-22,-4.34,-3.7
2021,848,Liberty,13,64,166,-0.95,95.7,219,96.7,132,66.9,356,68,9.55,-3.8
2021,847,Loyola Chicago,8,16,47,15.49,104.4,68,88.9,32,69.4,335,37,8.83,-5.7
2021,846,LSU,8,32,37,17.4,110.4,7,93,81,73.2,82,13,2.95,-2.6
2021,845,Maryland,10,32,51,15.02,105.8,47,90.8,58,70.9,264,16,2.61,-6.2
2021,844,Michigan,1,8,15,20.95,109.6,11,88.7,30,72.3,141,12,8.72,-5.7
2021,843,Michigan St.,11,68,11,21.76,110.2,8,88.5,27,72.1,163,-53,-8.86,-3.8
2021,842,Missouri,9,64,59,14.31,104.7,61,90.4,51,70.4,289,12,0.83,-2.1
2021,841,Morehead St.,14,64,318,-12.33,92.2,295,104.5,316,71.5,214,184,15.52,-6.3
2021,840,Mount St. Mary's,16,68,260,-8.1,92.4,290,100.5,219,69,343,23,1.48,-7.5
2021,839,Norfolk St.,16,64,233,-6.28,91.4,307,97.7,148,71.7,195,23,1.8,-4.2
2021,838,North Carolina,8,64,22,19.73,107.8,23,88.1,21,74.1,42,-12,-1.11,-2.6
2021,837,North Texas,13,32,104,6.41,101.5,109,95.1,107,68.8,348,32,5.36,-6.1
2021,836,Ohio,13,32,131,3.19,99.7,134,96.5,126,71.8,187,50,7.27,-2.6
2021,835,Ohio St.,2,64,10,21.8,108.2,20,86.4,11,70.5,288,-1,1.78,-3.7
2021,834,Oklahoma,8,32,33,18,107.1,31,89.1,34,73.5,66,-6,-0.94,-6.4
2021,833,Oklahoma St.,4,32,34,17.78,106.5,39,88.7,31,71.9,177,1,1.16,0.4
2021,832,Oral Roberts,15,16,204,-3.62,100,130,103.6,301,72.7,116,79,8.44,-1.3
2021,831,Oregon,7,16,20,19.94,108.6,16,88.6,29,69.8,321,4,1.91,-2.6
2021,830,Oregon St.,12,8,111,5.44,102.2,97,96.8,135,69.9,315,68,10.96,-4.4
2021,829,Purdue,4,64,25,19.07,108.4,17,89.3,37,69.8,322,0,1.26,-3.7
2021,828,Rutgers,10,32,27,18.72,105.4,51,86.6,13,71.1,250,-11,-1.25,-3.7
2021,827,San Diego St.,6,64,44,15.84,105.2,52,89.4,41,69.9,314,14,4.03,-4.4
2021,826,St. Bonaventure,9,64,75,11.05,105.5,48,94.4,99,70.5,287,43,7.99,-5.6
2021,825,Syracuse,11,16,31,18.25,107.4,27,89.2,35,71.2,248,-11,-1.5,-2.6
2021,824,Tennessee,5,64,19,19.98,107.6,25,87.6,19,70.3,296,-9,-0.04,-3.2
2021,823,Texas,3,64,9,22.18,106.9,34,84.7,4,70,312,-17,-1.87,-1.4
2021,822,Texas Southern,16,64,234,-6.41,94.9,242,101.3,239,75.8,11,26,2.05,-4.3
2021,821,Texas Tech,6,32,6,23.65,108.6,15,85,5,70.6,280,-11,-1.84,-5.6
2021,820,UC Santa Barbara,12,64,130,3.22,99.5,137,96.2,121,69.5,334,72,10.41,-3.8
2021,819,UCLA,11,4,29,18.38,108.3,18,90,44,69,344,16,4.05,-5.1
2021,818,UNC Greensboro,13,64,89,8.78,102.8,86,94.1,92,71.4,229,-19,-0.98,-3.3
2021,817,USC,6,8,48,15.35,104.8,60,89.5,42,72.6,122,42,12.23,-5.6
2021,816,Utah St.,11,64,69,12.26,103.4,80,91.1,61,72,166,23,3.08,-3.4
2021,815,VCU,10,64,90,8.62,99,147,90.4,50,73,94,42,6.41,-3.4
2021,814,Villanova,5,16,4,25.2,111.4,5,86.2,9,70.2,303,-8,-2.19,-6
2021,813,Virginia,4,64,16,20.48,103.8,76,83.3,1,65,357,-3,0.94,-5.1
2021,812,Virginia Tech,10,64,32,18.17,106.5,38,88.4,25,69.9,317,-20,-3.74,-4.2
2021,811,West Virginia,3,32,8,23.12,108.8,13,85.6,7,73.1,91,-15,-2.61,-3.9
2021,810,Wichita St.,11,68,97,7.59,100.8,118,93.2,83,72.6,124,29,4.71,-5.6
2021,809,Winthrop,12,64,133,2.64,101.1,114,98.4,165,75,19,32,5.84,-1.9
2021,808,Wisconsin,9,32,7,23.55,108.2,19,84.7,3,68.2,351,-7,-1.15,-3.6
2019,807,Abilene Christian,15,64,252,-6.67,96.1,282,102.7,211,73.1,190,100,8.02,-6.9
2019,806,Arizona St.,11,64,52,11.83,108.6,42,96.7,77,75.4,41,-5,-0.28,-4.6
2019,805,Auburn,5,4,17,19.62,111.2,23,91.6,17,76.6,13,6,5.37,-8.7
2019,804,Baylor,9,32,39,14.47,107.6,52,93.2,31,71.5,297,4,2.02,-6.2
2019,803,Belmont,11,64,106,5.48,106,77,100.5,153,73,198,57,8.61,-1.7
2019,802,Bradley,15,64,112,4.78,101.1,163,96.4,71,71.8,274,-49,-4.69,-6.5
2019,801,Buffalo,6,32,72,9.9,108.2,45,98.3,106,76.5,15,50,9.95,-3
2019,800,Cincinnati,7,64,43,13.62,106,78,92.4,26,70,339,14,3.88,-6.6
2019,799,Colgate,15,64,204,-3.46,99.6,200,103.1,220,71.5,295,78,8.06,-5.1
2019,798,Duke,1,8,3,25.51,115.4,5,89.9,5,74,109,-1,5.11,-2
2019,797,Fairleigh Dickinson,16,64,263,-7.4,99.3,208,106.7,305,74.9,58,52,3.17,-8
2019,796,Florida,10,32,20,19.04,109.9,33,90.8,9,73.2,179,-6,-0.75,-10.3
2019,795,Florida St.,4,16,15,20.2,112.6,10,92.4,25,75.5,38,1,2.18,-6.9
2019,794,Gardner Webb,16,64,258,-7.11,97.2,251,104.3,260,73.4,160,95,7.08,-6.1
2019,793,Georgia St.,14,64,89,7.15,104.9,94,97.8,95,72.2,258,-35,-2.3,-2.2
2019,792,Gonzaga,1,8,9,23.23,114.5,7,91.2,13,74.1,108,7,9.63,-3.9
2019,791,Houston,3,16,44,13.41,107.7,51,94.3,42,73,196,32,10.72,-6.9
2019,790,Iona,16,64,152,1.22,103.7,110,102.5,203,75.5,37,-46,-4.11,-4.9
2019,789,Iowa,10,32,35,15.34,112.3,13,97,79,74.9,57,-2,0.67,-5.4
2019,788,Iowa St.,6,64,24,17.95,111.5,19,93.5,34,74,114,9,4.14,-6.3
2019,787,Kansas,4,32,1,29.25,116.5,2,87.3,2,74,112,-16,-7.69,-3.9
2019,786,Kansas St.,4,64,12,20.53,111.4,21,90.9,11,71.3,310,-8,-0.47,-7.9
2019,785,Kentucky,2,8,6,24.56,114.6,6,90,6,73.7,133,-2,3.01,-8.1
2019,784,Liberty,12,32,143,2.05,101.8,150,99.8,136,69.5,346,85,9.49,-7.2
2019,783,Louisville,7,64,62,11.1,106.4,70,95.3,52,74.5,80,39,8.25,-7.3
2019,782,LSU,3,16,48,12.49,110.1,29,97.6,94,73.7,129,29,7.73,-3.7
2019,781,Marquette,5,64,29,16.71,112.9,8,96.2,66,74.3,95,-4,-0.19,-5.5
2019,780,Maryland,6,32,28,16.71,110.4,26,93.7,36,72.2,261,4,2.57,-6.2
2019,779,Michigan,2,16,23,17.95,110.2,28,92.2,22,70.3,337,17,10.37,-5.5
2019,778,Michigan St.,2,4,13,20.39,112.7,9,92.3,23,72.3,248,10,10.42,-5.3
2019,777,Minnesota,10,32,59,11.42,107.6,53,96.2,67,74.3,91,13,2.93,-6.9
2019,776,Mississippi,8,64,94,6.8,105.8,80,99,120,73.7,130,44,7.18,-5.3
2019,775,Mississippi St.,5,64,22,18.16,110,32,91.9,19,73.1,189,1,1.88,-5.3
2019,774,Montana,15,64,75,9.45,106.4,69,97,80,72.6,224,-62,-5.92,-5.7
2019,773,Murray St.,12,32,128,3.02,103.4,117,100.3,144,72.4,244,77,10.81,-3
2019,772,Nevada,7,64,7,24.45,116.8,1,92.4,24,74.5,84,-20,-6.27,-5.1
2019,771,New Mexico St.,12,64,104,5.75,102.5,136,96.7,76,72.5,228,51,7.87,-6.6
2019,770,North Carolina,1,16,4,25.41,115.5,4,90.1,7,75.8,30,-3,2.28,-1.5
2019,769,North Carolina Central,16,68,281,-9.16,96.5,277,105.6,286,70.8,327,-22,-2.39,-5.4
2019,768,North Dakota St.,16,64,211,-3.79,98.7,219,102.5,205,71.6,290,9,0.59,-6.7
2019,767,Northeastern,13,64,78,8.65,107,65,98.3,107,72,268,-11,-1.06,-5.8
2019,766,Northern Kentucky,14,64,134,2.83,102,142,99.2,128,73.3,166,38,4.31,-5.1
2019,765,Ohio St.,11,32,42,13.65,108.5,43,94.9,46,72,267,-2,1.01,-6.2
2019,764,Oklahoma,9,32,51,12.05,107.5,56,95.5,54,77.8,6,19,4.89,-9.2
2019,763,Old Dominion,14,64,85,7.65,102.9,125,95.3,51,69.7,345,-28,-2.2,-5.2
2019,762,Oregon,12,16,26,17.17,109.8,34,92.7,28,72.9,201,-2,0.68,-8.7
2019,761,Prairie View A&M,16,68,301,-10.83,96.7,273,107.5,319,74.6,71,92,6.71,-3.5
2019,760,Purdue,3,8,18,19.56,112.4,12,92.8,30,72.8,204,9,7.25,-6.9
2019,759,Saint Louis,13,64,69,10.39,104.2,102,93.8,37,70.4,336,-37,-4.37,-4
2019,758,Saint Mary's,11,64,76,9.42,107.3,60,97.9,99,69.2,348,45,7.89,-6.5
2019,757,Seton Hall,10,64,54,11.78,107.6,55,95.8,59,73.9,117,-6,-0.28,-4.8
2019,756,St. John's,11,68,40,14.46,108.8,41,94.3,41,75,53,-48,-6.85,-4.1
2019,755,Syracuse,8,64,8,23.46,111.8,17,88.3,3,69.8,344,-31,-8.33,-3.7
2019,754,Temple,11,68,82,8.24,105.7,82,97.5,91,72.8,212,13,1.48,-3.9
2019,753,Tennessee,2,16,11,21.18,111.8,16,90.6,8,72.2,255,1,5.07,-4.4
2019,752,Texas Tech,3,2,25,17.62,109,39,91.4,15,71.3,306,20,12.42,-4.8
2019,751,UC Irvine,13,32,98,6.05,101.9,148,95.9,60,72.2,256,25,3.1,-6.9
2019,750,UCF,9,32,70,10.2,103,122,92.8,29,70.9,322,36,6.31,-5.9
2019,749,Utah St.,8,64,168,-0.1,101.4,158,101.5,175,74.8,64,130,15.51,-6.7
2019,748,VCU,8,64,126,3.29,102.2,140,99,119,75.1,50,84,11.6,-6.7
2019,747,Vermont,13,64,125,3.29,103.6,112,100.4,146,70.4,335,49,5.57,-4.9
2019,746,Villanova,6,32,5,24.83,116.3,3,91.5,16,73,197,-25,-7.49,-9.4
2019,745,Virginia,1,1,2,25.6,112.5,11,86.9,1,66.5,353,1,8.62,-7.1
2019,744,Virginia Tech,4,16,31,16.19,112.1,14,95.9,61,73.5,154,18,7.89,-9.9
