YEAR,TEAM NO,TEAM,SEED,ROUND,PRESEASON KADJ EM RANK,PRESEASON KADJ EM,PRESEASON KADJ O,PRESEASON KADJ O RANK,PRESEASON KADJ D,PRESEASON KADJ D RANK,PRESEASON KADJ T,PRESEASON KADJ T RANK,KADJ EM RANK CHANGE,KADJ EM CHANGE,KADJ T CHANGE
2015,504,Michigan St.,7,4,12,17.06,106.6,20,89.5,10,66.9,225,-3,4.66,-3.8
2015,503,Mississippi,11,64,90,6.51,102.2,74,95.7,97,70,27,44,7.37,-3.8
2015,502,New Mexico St.,15,64,74,7.77,104.6,42,96.8,117,67.7,147,-24,-1.14,-4.8
2015,501,North Carolina,4,16,21,15.14,106.1,30,90.9,18,71.1,11,11,8.71,-1.9
2015,500,North Carolina St.,8,16,59,9.28,104.3,47,95,88,67.7,149,27,6.65,-3.6
2015,499,North Dakota St.,15,64,146,0.97,98,195,97,124,66.7,235,-6,0.44,-5.9
2015,498,North Florida,16,68,246,-5.03,96.8,225,101.8,265,68.9,78,103,7.29,-1.8
2015,497,Northeastern,14,64,103,4.5,100.8,107,96.3,110,66.5,256,-14,0.61,-3.2
2015,496,Northern Iowa,5,32,70,8.13,103.8,55,95.7,96,66.7,238,52,12.84,-8.5
2015,495,Notre Dame,3,8,68,8.29,104.2,51,95.9,99,65.4,314,59,16.67,-1.9
2015,494,Ohio St.,10,32,15,15.99,105.1,38,89.1,9,67,203,-4,4.76,-1.8
2015,493,Oklahoma,3,16,27,13.78,107,14,93.2,50,70.4,19,16,9.02,-3.7
2015,492,Oklahoma St.,9,64,20,15.14,106.2,26,91.1,20,69.2,58,-18,-0.23,-5.9
2015,491,Oregon,8,32,33,12.77,107,15,94.2,66,69.3,55,-12,1.11,-2.7
2015,490,Providence,6,64,52,10.13,104.4,45,94.3,68,66.6,249,25,6.59,-1.4
2015,489,Purdue,9,64,39,11.47,104.2,49,92.8,41,69.1,61,-5,2.49,-4.8
2015,488,Robert Morris,16,64,177,-0.83,98.5,172,99.4,189,66.9,220,-7,-0.56,-1.5
2015,487,San Diego St.,8,32,30,13.15,103,66,89.8,13,65.9,295,-1,2.8,-5.5
2015,486,SMU,6,64,37,12.29,103.9,53,91.6,30,66.6,241,11,5.22,-3.6
2015,485,St. John's,9,64,40,11.46,102.5,72,91,19,69.1,65,-10,2.24,-2.4
2015,484,Stephen F. Austin,12,64,97,5.62,101,102,95.4,92,64.6,338,46,8.02,0.9
2015,483,Texas,11,64,19,15.15,105.2,35,90,14,68.3,97,-5,3.78,-6.3
2015,482,Texas Southern,15,64,268,-6.62,96.7,230,103.4,302,67.9,130,55,2.78,-4.7
2015,481,UAB,14,32,162,0.12,97.9,198,97.8,147,69,68,27,2.94,-4.3
2015,480,UC Irvine,13,64,118,3.32,97.9,197,94.6,77,66.4,264,27,3.76,-3
2015,479,UCLA,11,16,13,16.79,108.1,11,91.3,25,70,30,-27,-2.14,-4.1
2015,478,Utah,5,16,42,11.14,104,52,92.9,45,66.2,273,34,16.1,-5.7
2015,477,Valparaiso,13,64,160,0.38,98.9,160,98.5,167,66.5,257,96,10.76,-4.2
2015,476,VCU,7,64,17,15.85,106.3,22,90.5,16,70.2,25,-13,0.43,-3.6
2015,475,Villanova,1,32,8,18.73,108.4,10,89.7,12,68.5,93,3,11.92,-4.3
2015,474,Virginia,2,32,9,18.52,106.7,19,88.1,4,63.4,347,3,11.55,-5.4
2015,473,West Virginia,5,16,55,9.99,104.5,43,94.6,76,68.2,101,30,7.65,-0.4
2015,472,Wichita St.,7,16,10,18.41,109,8,90.6,17,66.6,242,-3,3.8,-4.3
2015,471,Wisconsin,1,2,6,20.55,110.2,4,89.7,11,65.1,323,4,13.17,-6.4
2015,470,Wofford,12,64,112,3.61,98.3,186,94.7,79,64.3,341,16,3.11,-3.8
2015,469,Wyoming,12,64,99,5.19,99.9,130,94.7,81,63.6,346,-10,0.49,-4.4
2015,468,Xavier,6,16,69,8.25,102.9,67,94.6,78,66.9,221,48,11.24,-1.9
2014,467,Albany,16,64,198,-2.2,99.4,211,101.6,183,64.7,282,17,1.16,-3.1
2014,466,American,15,64,289,-9.8,94.5,303,104.3,262,62.6,344,169,14.37,-2.9
2014,465,Arizona,1,8,22,17,110.9,17,93.9,25,66.8,156,20,13.11,-4
2014,464,Arizona St.,10,64,53,11.4,108.3,42,96.9,73,66.1,206,14,3.42,1.3
2014,463,Baylor,6,16,28,15.5,110.5,22,95,36,67.6,103,2,3.89,-6.3
2014,462,BYU,10,64,46,12,108.4,40,96.4,63,70.9,7,-3,1.77,-0.1
2014,461,Cal Poly,16,64,152,0.8,102.8,129,102,197,61.8,348,-24,-1.62,-3
2014,460,Cincinnati,5,64,45,12,105.4,74,93.4,19,65.3,266,18,7.24,-4.2
2014,459,Coastal Carolina,16,64,263,-7.1,95.1,292,102.2,204,65.8,224,42,2.12,-0.2
2014,458,Colorado,8,64,40,12.9,108.1,44,95.2,43,65.9,218,-27,-1.7,-1.1
2014,457,Connecticut,7,1,11,19.7,112.1,13,92.4,13,66,214,-4,2.43,-2.8
2014,456,Creighton,3,32,12,19,114.9,4,95.9,54,66,211,-5,2.72,-2.4
2014,455,Dayton,11,8,67,9.1,107.1,57,98,98,66.5,186,25,5.15,-2.7
2014,454,Delaware,13,64,131,2.4,104.5,93,102.1,202,67.7,97,25,3.43,2.7
2014,453,Duke,3,64,6,22.5,114.9,3,92.4,12,67.8,92,-2,1.75,-3.2
2014,452,Eastern Kentucky,15,64,149,0.9,104.3,96,103.4,235,65.7,230,24,3.06,-1.5
2014,451,Florida,1,4,3,23.9,113.8,5,89.9,3,64.5,296,0,4.67,-3.2
2014,450,George Washington,9,64,121,3.7,101.1,168,97.4,84,67.4,114,74,10.12,-2.1
2014,449,Gonzaga,8,32,17,17.6,112.1,11,94.5,33,65.6,234,-7,2.54,-0.6
2014,448,Harvard,12,32,51,11.5,108.5,39,97,74,64.9,279,19,6.08,-0.8
2014,447,Iowa,11,68,14,18.3,111.6,16,93.3,18,67.8,91,-8,2.14,0.8
2014,446,Iowa St.,3,16,38,13.3,110.2,27,96.9,72,68.8,42,18,7.77,1.4
2014,445,Kansas,2,32,8,21.5,112.6,9,91.1,8,67.8,89,1,3.1,-1.2
2014,444,Kansas St.,9,64,43,12.5,107.6,49,95.1,42,64.7,287,-2,1.6,-1.4
2014,443,Kentucky,8,2,4,23.5,118.1,1,94.6,34,67.1,141,-9,-0.95,-3.1
2014,442,Louisiana Lafayette,14,64,151,0.8,101.3,163,100.5,147,69.6,20,38,4.39,-1.1
2014,441,Louisville,4,16,1,28.8,116.7,2,87.9,1,67.2,127,0,1.61,0
2014,440,Manhattan,13,64,102,5.7,101.2,166,95.5,47,64.4,299,28,4.51,3.3
2014,439,Massachusetts,6,64,60,9.7,106.5,62,96.8,70,70.7,9,10,3.76,-0.4
2014,438,Memphis,8,32,15,18,110.5,21,92.5,15,69,33,-21,-2.78,-1.5
2014,437,Mercer,14,32,136,1.8,102,151,100.2,141,64.3,303,49,6.54,-0.7
2014,436,Michigan,2,8,13,18.6,112.5,10,93.9,27,65.3,261,1,4.84,-4.3
2014,435,Michigan St.,4,8,2,24.1,113.3,7,89.2,2,65.3,257,-7,-0.18,-0.9
2014,434,Milwaukee,15,64,265,-7.5,96.6,269,104.1,256,66.6,173,97,7.58,-0.8
2014,433,Mount St. Mary's,16,68,195,-2,100.2,196,102.2,205,67.1,142,-14,-1.96,1.1
2014,432,Nebraska,11,64,123,3.2,100.7,185,97.5,88,63.6,322,67,9.44,1.1
2014,431,New Mexico,7,64,19,17.3,109.8,29,92.5,14,65.9,219,-14,-0.15,-1.5
2014,430,New Mexico St.,13,64,88,6.6,104.4,94,97.8,92,66.6,172,16,3.94,-1.4
2014,429,North Carolina,6,32,9,20.1,113.8,6,93.7,22,70.3,12,-20,-1.66,-1.1
2014,428,North Carolina Central,14,64,241,-5.3,95.8,281,101.1,165,65.5,243,149,13.28,-3.2
2014,427,North Carolina St.,12,64,55,9.96,107,47,97,74,66.7,156,-7,1.64,-2
2014,426,North Dakota St.,12,32,72,8.7,105.1,77,96.4,64,63.7,320,11,3.06,-1.4
2014,425,Ohio St.,6,64,7,21.9,112.1,12,90.2,4,66.3,196,-12,-0.6,-2.3
2014,424,Oklahoma,5,64,78,7.8,105.1,78,97.3,80,67.2,132,48,10.1,2.4
2014,423,Oklahoma St.,9,64,5,22.6,113.2,8,90.6,7,67.6,101,-16,-1.62,-0.4
2014,422,Oregon,7,32,56,10.5,106.5,61,96,55,68.6,48,28,8.52,-1.1
2014,421,Pittsburgh,9,32,20,17.3,110.5,20,93.2,17,62.9,336,4,4.59,-0.7
2014,420,Providence,11,64,41,12.9,109.1,33,96.2,58,66.8,159,-7,0.91,-3.9
2014,419,Saint Joseph's,10,64,74,8.6,106.1,68,97.5,89,64.7,285,19,4.33,-0.4
2014,418,Saint Louis,5,32,32,14.7,107.3,53,92.6,16,65.5,242,-3,1.02,0.1
2014,417,San Diego St.,4,16,66,9.1,103.9,105,94.8,35,67.1,137,43,11.28,-4.8
2014,416,Stanford,10,16,29,15.3,110.3,25,95,37,68.2,67,-5,0.76,-2.9
2014,415,Stephen F. Austin,12,32,157,0.5,97.4,256,96.9,71,62.4,346,87,10.33,-1.2
2014,414,Syracuse,3,32,10,19.8,110.3,24,90.5,6,65.4,250,-8,1.82,-5.8
2014,413,Tennessee,11,16,35,13.7,108,45,94.3,32,65.1,273,25,9.99,-3.5
2014,412,Texas,7,32,81,7.2,103.1,118,95.9,53,66.5,187,40,7.32,0.3
2014,411,Texas Southern,16,68,215,-3.1,99.2,225,102.3,209,65.5,240,-44,-4.39,0.2
2014,410,Tulsa,13,64,110,5,103.5,112,98.5,112,67.5,111,28,3.93,-0.7
2014,409,UCLA,4,16,27,15.5,109,34,93.5,21,68.7,47,13,7.03,-0.3
2014,408,VCU,5,64,18,17.5,111.8,15,94.3,30,67.9,79,-7,2.3,1
2014,407,Villanova,2,32,26,15.7,109.4,32,93.7,23,68,77,15,7.98,-2
2014,406,Virginia,1,16,21,17.1,108.6,38,91.5,9,62.8,339,17,9.36,-3.3
2014,405,Weber St.,16,64,89,6.6,105.9,70,99.3,123,66.1,207,-83,-7.22,-3.2
2014,404,Western Michigan,14,64,153,0.6,101.1,171,100.5,146,66.6,171,22,2.76,-1.4
2014,403,Wichita St.,1,32,39,13,109,35,96,56,66.2,204,33,12.36,-2.7
2014,402,Wisconsin,2,4,23,16.8,108.4,41,91.6,10,62.9,337,18,9.09,-0.5
2014,401,Wofford,15,64,177,-0.5,97.2,258,97.7,91,64.6,293,-15,-1.44,-4.1
2014,400,Xavier,12,68,57,10.2,106.6,59,96.4,62,65.2,269,5,2.91,-1
2013,399,Akron,12,64,75,9.22,106.4,73,97.2,94,67.4,106,13,2.3,-2.2
2013,398,Albany,15,64,246,-6.69,98.5,210,105.2,275,65.7,193,96,8.05,-4
2013,397,Arizona,6,16,24,17.86,111.1,20,93.3,31,65.5,198,10,4.02,-0.1
2013,396,Belmont,11,64,32,16.57,111.2,19,94.7,48,68.1,83,-11,-1.65,-2.2
2013,395,Boise St.,13,68,86,8.31,106.4,74,98.1,112,65.2,210,32,5.23,-0.4
2013,394,Bucknell,11,64,59,11.42,107.2,57,95.7,58,64.8,243,1,1.3,-2.9
2013,393,Butler,6,32,65,10.04,104.3,107,94.3,44,65.1,215,23,5.38,-1.5
2013,392,California,12,32,40,15.06,108.8,41,93.8,38,67,120,-16,-1.96,-2.1
2013,391,Cincinnati,10,64,29,16.75,109,39,92.2,19,64,275,-11,-1.18,-1.1
2013,390,Colorado,10,64,57,11.83,107.2,56,95.3,55,65.7,191,12,2.79,-2.1
2013,389,Colorado St.,8,32,91,8.03,106.8,67,98.8,122,64.5,254,69,11.09,-0.8
2013,388,Creighton,7,32,26,17.33,113.8,9,96.5,73,66.6,142,11,4.42,-2.8
2013,387,Davidson,14,64,44,14.28,110.6,25,96.3,72,68.1,82,-22,-2.91,-4.2
2013,386,Duke,2,8,7,22.51,115,3,92.5,21,67.6,96,1,4.47,-1
2013,385,Florida,3,8,10,21.58,114.7,4,93.1,30,64.8,238,8,9.6,-3
2013,384,Florida Gulf Coast,15,16,124,4.28,104.5,104,100.2,161,67.5,101,19,1.99,0.3
2013,383,Georgetown,2,64,34,16.17,108.1,48,92,17,63,302,18,5.07,-1.8
2013,382,Gonzaga,1,32,13,20.9,113,13,92.1,18,65.5,202,8,6.91,-2.2
2013,381,Harvard,14,32,94,7.89,105.1,95,97.2,95,61.4,328,1,-0.82,1.9
2013,380,Illinois,7,32,56,11.9,105.3,92,93.4,33,65.4,206,17,3.92,-0.8
2013,379,Indiana,1,16,2,27.41,119,1,91.6,15,67.3,108,-1,1.9,-1.3
2013,378,Iona,15,64,108,6.12,106.8,66,100.7,170,70.7,20,19,1.33,-1
2013,377,Iowa St.,10,32,62,10.82,106.7,68,95.9,61,67.2,112,32,6.81,1.2
2013,376,James Madison,16,64,184,-1.35,101,163,102.3,213,66.3,156,2,0.43,-3.4
2013,375,Kansas,1,16,12,21.3,110.6,26,89.3,4,67,123,4,3.93,-0.6
2013,374,Kansas St.,4,64,19,18.94,110.7,23,91.7,16,67.1,114,-8,-0.78,-5.7
2013,373,La Salle,13,16,68,9.92,106.8,65,96.9,84,68.7,55,18,3.96,-4.1
2013,372,Liberty,16,68,270,-8.83,96.2,260,105,270,65,226,4,-0.55,-0.5
2013,371,LIU Brooklyn,16,68,130,3.69,106.2,75,102.5,218,74.2,2,-62,-5.82,-7
2013,370,Louisville,1,1,9,21.58,109.9,34,88.4,2,66.9,125,8,11.34,-1.1
2013,369,Marquette,3,8,33,16.32,108.8,41,92.5,20,71.4,16,7,2.01,-8.1
2013,368,Memphis,6,32,17,19.57,110.6,27,91,13,68.3,71,-20,-3.24,0
2013,367,Miami FL,2,16,38,15.17,110.5,29,95.3,54,64.5,255,25,7.2,-2.6
2013,366,Michigan,4,2,11,21.44,114.5,6,93,25,61.1,331,7,6.43,2.9
2013,365,Michigan St.,3,16,4,25.07,113.8,8,88.7,3,65.1,219,-6,-0.9,-2
2013,364,Middle Tennessee,11,68,89,8.19,104.1,109,95.9,62,66.8,132,45,6.57,-3.3
2013,363,Minnesota,11,32,27,16.98,110.1,33,93.1,29,64.5,256,7,2.88,-2.2
2013,362,Mississippi,12,32,71,9.57,106.1,78,96.5,75,65.9,178,37,7.38,3.3
2013,361,Missouri,9,64,25,17.44,113.7,10,96.3,70,66.2,163,0,1.09,0.1
2013,360,Montana,13,64,104,6.31,103.2,124,96.9,83,65.5,199,-41,-4.17,-2.8
2013,359,New Mexico,3,64,21,18.38,111.1,21,92.7,23,66.3,154,-2,0.64,-2.6
2013,358,New Mexico St.,13,64,125,4.25,102.3,140,98,108,70.4,22,37,3.43,-6.6
2013,357,North Carolina,8,32,15,20.11,110.5,28,90.4,9,72.2,10,-17,-2.96,-2.6
2013,356,North Carolina A&T,16,64,310,-14.08,92.3,312,106.4,297,69,46,83,8.78,-3.6
2013,355,North Carolina St.,8,64,23,18.09,112.6,14,94.5,46,67.9,87,-10,-1.1,-1.2
2013,354,Northwestern St.,14,64,257,-7.63,96.5,256,104.2,259,70.2,25,119,10.45,1.7
2013,353,Notre Dame,7,64,16,20.01,113.6,11,93.6,36,61.2,330,-20,-3.36,-0.9
2013,352,Ohio St.,2,8,3,26.67,114.6,5,87.9,1,68.2,72,-4,-1.25,-4.6
2013,351,Oklahoma,10,64,81,8.49,106,80,97.5,99,67.4,107,30,5.32,-2.2
2013,350,Oklahoma St.,5,64,43,14.34,108.2,47,93.8,39,66.4,150,19,4.35,-0.3
2013,349,Oregon,12,16,90,8.1,107.1,60,99,127,68,85,55,8.69,-0.1
2013,348,Pacific,15,64,192,-1.9,100.8,169,102.7,224,62.4,320,64,5.86,-0.2
2013,347,Pittsburgh,8,64,22,18.34,112.5,15,94.2,42,63.1,299,11,5.75,-3.8
2013,346,Saint Louis,4,32,30,16.65,107.4,53,90.8,11,62.7,308,11,3.36,1
2013,345,Saint Mary's,11,64,48,13.58,110.2,31,96.6,79,64.3,264,27,5.75,-1.4
2013,344,San Diego St.,7,32,28,16.85,109.9,35,93,26,66.7,140,-3,0.58,-1.2
2013,343,South Dakota St.,13,64,46,13.62,111.9,18,98.3,114,65.4,204,-50,-6.84,-2.9
2013,342,Southern,16,64,331,-18.11,90.3,327,108.4,323,64.3,263,169,18.62,-0.9
2013,341,Syracuse,4,4,8,22.43,113,12,90.6,10,65.2,211,-1,2.39,-2.1
2013,340,Temple,9,32,61,11.16,107.1,58,96,65,66.8,130,2,1.51,-1.2
2013,339,UCLA,6,64,6,22.61,112.5,16,89.9,6,66,176,-40,-8.08,2.2
2013,338,UNLV,5,64,18,18.99,110.3,30,91.4,14,70,29,-20,-2.92,-2.1
2013,337,Valparaiso,14,64,131,3.64,103.1,125,99.5,140,64.4,261,66,7.78,-0.1
2013,336,VCU,5,32,31,16.57,109.2,37,92.7,22,66.2,161,13,3.72,0.1
2013,335,Villanova,9,64,64,10.04,106,79,96,65,68.3,70,11,3.53,-1.9
2013,334,Western Kentucky,16,64,180,-0.95,99,201,99.9,152,69,47,7,0.53,-4.4
2013,333,Wichita St.,9,4,47,13.6,107.7,52,94.1,41,66.8,128,30,6.71,-3
2013,332,Wisconsin,5,64,5,23.22,114,7,90.8,12,58.5,347,-7,-0.65,1.9
2012,331,Alabama,9,64,36,15.99,108,59,92,12,64.9,257,9,0.7,-3
2012,330,Baylor,3,8,16,18.42,111.5,28,93.1,20,66.3,185,3,2.87,-0.7
2012,329,Belmont,14,64,27,16.99,110.9,31,93.9,30,69.1,57,2,-0.03,-1.9
2012,328,BYU,14,64,37,15.98,110.4,34,94.5,32,71.3,20,-13,-3.18,1.3
2012,327,California,12,68,32,16.41,113.2,16,96.8,71,68.8,64,3,-0.04,-3.1
2012,326,Cincinnati,6,16,34,16.24,110.2,36,93.9,29,63.8,298,3,-0.21,-0.9
2012,325,Colorado,11,32,117,4.48,107,68,102.6,196,67.9,104,36,4.41,-2.8
2012,324,Colorado St.,11,64,137,2.49,102,157,99.5,131,67.2,145,49,5.68,-3.6
2012,323,Connecticut,9,64,6,23.86,113.1,19,89.2,5,65.4,240,-32,-9.33,-2.4
2012,322,Creighton,8,32,82,8.29,109.6,45,101.3,167,64.9,255,54,8.19,1
2012,321,Davidson,13,64,92,6.83,106.3,84,99.5,129,68.5,70,21,3.82,-1.1
2012,320,Detroit,15,64,71,9.33,106.6,74,97.2,78,71.1,24,-44,-3.85,-3.9
2012,319,Duke,2,64,4,26.01,115.2,8,89.2,4,69.3,51,-15,-6.31,-2.9
2012,318,Florida,7,8,12,20.58,115.2,10,94.6,36,64.1,290,2,1.88,0.2
2012,317,Florida St.,3,32,38,15.96,104.2,107,88.3,1,68.4,77,14,1.18,-1.8
2012,316,Georgetown,3,32,48,13.05,108.9,49,95.8,58,64.9,259,33,8,-2.8
2012,315,Gonzaga,7,32,17,18.39,111.8,23,93.4,24,67.4,127,-4,,-2.6
2012,314,Harvard,12,64,50,12.54,111.2,30,98.7,107,64.3,282,9,1.8,-3.6
2012,313,Indiana,4,16,49,12.64,110.1,39,97.4,84,66.2,195,40,9.91,0.5
2012,312,Iona,14,68,52,12.21,110.1,37,97.9,92,69.3,48,-2,0.05,0.7
2012,311,Iowa St.,8,32,123,3.87,102.5,150,98.6,103,70.4,33,97,12.83,-4.6
2012,310,Kansas,2,2,11,20.68,113.4,14,92.7,18,69.2,52,7,6.23,-3
2012,309,Kansas St.,8,32,42,14.87,108.2,56,93.3,21,68,100,19,2.65,-1.4
2012,308,Kentucky,1,1,1,31.14,119.7,2,88.5,2,65.9,210,0,1.44,-0.6
2012,307,Lamar,16,68,215,-3.81,100,201,103.8,224,74.5,4,107,10.14,-8.5
2012,306,Lehigh,15,32,153,1.53,103.8,115,102.3,191,71.4,19,74,7.76,-3.7
2012,305,LIU Brooklyn,16,64,127,3.57,106.8,73,103.2,206,74.6,3,-35,-2.82,-1.2
2012,304,Long Beach St.,12,64,75,8.74,106.1,88,97.3,82,69.9,40,39,6.53,-3.5
2012,303,Louisville,4,4,10,21.26,111.6,25,90.4,6,67.9,103,-7,-0.59,-1.8
2012,302,Loyola MD,15,64,148,1.89,103.6,123,101.7,175,66.3,191,19,2.02,-2.7
2012,301,Marquette,3,16,20,17.7,113.2,17,95.5,51,67.4,129,2,2.52,2.7
2012,300,Memphis,8,64,23,17.4,110.2,35,92.8,19,68.7,67,11,4.5,-1.2
2012,299,Michigan,4,64,25,17.17,109.9,40,92.7,17,62.7,323,3,0.35,-2.6
2012,298,Michigan St.,1,16,28,16.98,109.6,44,92.7,16,66.3,189,25,10.89,-2
2012,297,Mississippi Valley St.,16,68,313,-14.47,93.3,308,107.8,306,72.6,10,76,8.17,-3.6
2012,296,Missouri,2,64,13,19.31,112.8,20,93.5,26,72,14,6,5.98,-6.6
2012,295,Montana,13,64,106,5.49,102.7,142,97.2,77,63.7,304,2,1.26,0.5
2012,294,Murray St.,6,32,113,5.27,103.6,122,98.3,97,63.9,294,78,10.06,1.1
2012,293,New Mexico,5,32,26,17.08,112,22,94.9,40,65.9,213,6,2.37,-0.4
2012,292,New Mexico St.,13,64,129,3.32,103.6,124,100.3,142,68,96,64,7.9,1.4
2012,291,Norfolk St.,15,32,276,-9.74,97.1,260,106.8,281,69.7,43,93,7.93,-3.1
2012,290,North Carolina,1,8,3,26.62,115.2,9,88.6,3,71.7,16,-3,-1.18,-0.8
2012,289,North Carolina St.,11,16,64,10.07,107.8,63,97.7,89,67.2,143,21,4.15,-0.2
2012,288,Notre Dame,7,64,29,16.97,115.5,7,98.6,99,64.5,273,-13,-2.75,-4.3
2012,287,Ohio,13,16,109,5.4,106.6,76,101.2,163,68.5,71,52,6.47,-2.4
2012,286,Ohio St.,2,4,2,29.63,121.3,1,91.7,9,65.1,250,0,0.44,1.7
2012,285,Purdue,10,32,21,17.45,108.5,53,91,7,67.1,149,-9,-1.2,-2.7
2012,284,Saint Louis,9,32,67,9.88,102.4,151,92.5,15,65.1,252,53,11.32,-3.2
2012,283,Saint Mary's,7,64,18,17.88,114.5,11,96.6,69,66.1,200,-16,-2.39,-2.8
2012,282,San Diego St.,6,64,55,11.6,106.2,87,94.6,35,63.8,301,-11,-0.44,2.1
2012,281,South Dakota St.,14,64,105,5.53,111.5,27,106,270,68.8,63,44,6.1,-4
2012,280,South Florida,12,32,84,7.63,104.9,99,97.3,79,63.1,316,36,5.5,-4.6
2012,279,Southern Miss,9,64,134,2.85,103.9,114,101,162,65.5,235,66,7.98,-1.6
2012,278,St. Bonaventure,14,64,95,6.27,106.9,72,100.6,148,64.1,287,35,5.51,-1.1
2012,277,Syracuse,1,8,5,24.84,116,6,91.2,8,66.5,177,0,1.2,-2.1
2012,276,Temple,5,64,14,19.02,110.9,32,91.9,10,65,254,-25,-4.53,0.9
2012,275,Texas,11,64,31,16.57,109.9,41,93.3,22,66.9,155,-1,-0.67,-2
2012,274,UNC Asheville,16,64,158,1.23,102,155,100.8,152,68.8,61,44,4.27,-0.6
2012,273,UNLV,6,64,19,17.76,109.7,43,91.9,11,67.8,110,-18,-2.8,1
2012,272,Vanderbilt,5,32,8,22.12,116.5,4,94.4,31,67.3,137,-8,-1.22,-2.5
2012,271,VCU,12,32,66,9.94,108.6,52,98.6,104,66.2,196,20,3.52,-1.2
2012,270,Vermont,16,64,131,3.24,101.3,171,98.1,93,65.4,241,13,1.94,-3.4
2012,269,Virginia,10,64,89,7.13,102.9,137,95.7,56,60.8,337,56,8.72,-1.5
2012,268,West Virginia,10,64,24,17.2,112.2,21,95,42,63.8,299,-20,-3.64,0.2
2012,267,Western Kentucky,16,64,267,-8.95,96.2,275,105.2,253,68.2,89,74,6.28,-0.3
2012,266,Wichita St.,5,64,45,14.39,110.8,33,96.5,66,65.6,231,34,7.97,0.1
2012,265,Wisconsin,4,16,9,22.09,117.6,3,95.5,50,58,344,1,2.01,-0.4
2012,264,Xavier,10,16,15,18.7,113.3,15,94.6,38,65.9,212,-38,-6.11,0.5