YEAR,TEAM NO,TEAM,SEED,ROUND,RPPF PRESEASON RANK,PRESEASON RPPF RATING,RPPF RATING CHANGE RANK,RPPF RATING CHANGE,RPPF RATING RANK CHANGE RANK
2021,843,Michigan St.,11,68,12,0.8539,327,-0.1328,-86
2021,842,Missouri,9,64,54,0.7634,120,0.0595,18
2021,841,Morehead St.,14,64,280,0.4138,5,0.2305,144
2021,840,Mount St. Mary's,16,68,258,0.4375,90,0.0768,41
2021,839,Norfolk St.,16,64,192,0.5354,170,0.0146,-6
2021,838,North Carolina,8,64,20,0.8313,206,-0.0087,-17
2021,837,North Texas,13,32,70,0.7467,188,0.0044,-6
2021,836,Ohio,13,32,119,0.6563,53,0.117,56
2021,835,Ohio St.,2,64,13,0.8504,155,0.0247,5
2021,834,Oklahoma,8,32,28,0.8069,203,-0.007,-18
2021,833,Oklahoma St.,4,32,40,0.7803,126,0.0514,10
2021,832,Oral Roberts,15,16,208,0.5089,49,0.1262,64
2021,831,Oregon,7,16,17,0.8346,193,-0.0013,-12
2021,830,Oregon St.,12,8,133,0.6288,34,0.1421,66
2021,829,Purdue,4,64,41,0.7773,105,0.0668,17
2021,828,Rutgers,10,32,30,0.8044,212,-0.0126,-23
2021,827,San Diego St.,6,64,60,0.757,60,0.1103,50
2021,826,St. Bonaventure,9,64,92,0.704,45,0.1295,64
2021,825,Syracuse,11,16,25,0.8161,233,-0.0256,-30
2021,824,Tennessee,5,64,21,0.8261,145,0.0322,5
2021,823,Texas,3,64,7,0.8709,195,-0.0031,-2
2021,822,Texas Southern,16,64,215,0.4992,129,0.051,18
2021,821,Texas Tech,6,32,5,0.879,239,-0.0313,-17
2021,820,UC Santa Barbara,12,64,168,0.5628,13,0.2084,102
2021,819,UCLA,11,4,37,0.7962,177,0.0105,-4
2021,818,UNC Greensboro,13,64,74,0.7381,270,-0.0554,-39
2021,817,USC,6,8,63,0.7553,62,0.1053,48
2021,816,Utah St.,11,64,91,0.7062,77,0.0881,40
2021,815,VCU,10,64,114,0.6668,50,0.1256,62
2021,814,Villanova,5,16,6,0.8747,263,-0.0505,-29
2021,813,Virginia,4,64,19,0.8324,179,0.0071,-6
2021,812,Virginia Tech,10,64,51,0.7662,167,0.0196,-6
2021,811,West Virginia,3,32,4,0.893,244,-0.0353,-13
2021,810,Wichita St.,11,68,79,0.7273,146,0.0321,8
2021,809,Winthrop,12,64,143,0.6174,63,0.1027,44
2021,808,Wisconsin,9,32,11,0.8541,181,0.0069,-3
2019,807,Abilene Christian,15,64,203,0.5327,47,0.1204,57
2019,806,Arizona St.,11,64,30,0.8216,258,-0.0273,-28
2019,805,Auburn,5,4,12,0.8738,193,0.0178,-3
2019,804,Baylor,9,32,72,0.7437,103,0.0702,22
2019,803,Belmont,11,64,114,0.6732,35,0.1413,65
2019,802,Bradley,15,64,105,0.6914,318,-0.0805,-69
2019,801,Buffalo,6,32,78,0.7345,40,0.1338,57
2019,800,Cincinnati,7,64,54,0.7759,90,0.0793,27
2019,799,Colgate,15,64,226,0.5122,23,0.1636,88
2019,798,Duke,1,8,2,0.9437,146,0.0449,1
2019,797,Fairleigh Dickinson,16,64,262,0.4583,82,0.0868,40
2019,796,Florida,10,32,15,0.8613,220,0.0028,-8
2019,795,Florida St.,4,16,19,0.8541,150,0.04,5
2019,794,Gardner Webb,16,64,179,0.5699,164,0.0332,0
2019,793,Georgia St.,14,64,101,0.6973,166,0.0321,3
2019,792,Gonzaga,1,8,5,0.9177,124,0.0586,3
2019,791,Houston,3,16,43,0.7905,48,0.1203,33
2019,790,Iona,16,64,139,0.6358,320,-0.0816,-72
2019,789,Iowa,10,32,37,0.8108,160,0.0336,2
2019,788,Iowa St.,6,64,27,0.8247,99,0.0718,14
2019,787,Kansas,4,32,1,0.9765,333,-0.1058,-19
2019,786,Kansas St.,4,64,17,0.8564,207,0.0071,-7
2019,785,Kentucky,2,8,4,0.9197,204,0.0087,-4
2019,784,Liberty,12,32,141,0.6352,39,0.1348,71
2019,783,Louisville,7,64,51,0.782,58,0.1082,34
2019,782,LSU,3,16,68,0.7474,34,0.144,52
2019,781,Marquette,5,64,26,0.8252,154,0.0375,1
2019,780,Maryland,6,32,38,0.8097,140,0.049,12
2019,779,Michigan,2,16,21,0.8376,67,0.1034,15
2019,778,Michigan St.,2,4,10,0.8821,94,0.0751,5
2019,777,Minnesota,10,32,69,0.7444,121,0.0589,14
2019,776,Mississippi,8,64,85,0.7183,46,0.123,47
2019,775,Mississippi St.,5,64,18,0.8551,181,0.0242,-1
2019,774,Montana,15,64,75,0.7369,293,-0.0475,-55
2019,773,Murray St.,12,32,229,0.5072,2,0.3147,184
2019,772,Nevada,7,64,6,0.9018,298,-0.0501,-25
2019,771,New Mexico St.,12,64,82,0.7258,85,0.0864,30
2019,770,North Carolina,1,16,3,0.9296,158,0.0343,-1
2019,769,North Carolina Central,16,68,329,0.3459,71,0.0996,34
2019,768,North Dakota St.,16,64,193,0.5545,198,0.0146,-6
2019,767,Northeastern,13,64,73,0.7414,216,0.0045,-11
2019,766,Northern Kentucky,14,64,117,0.6707,119,0.0596,20
2019,765,Ohio St.,11,32,57,0.7693,141,0.0488,11
2019,764,Oklahoma,9,32,45,0.7878,129,0.0565,9
2019,763,Old Dominion,14,64,154,0.6069,77,0.0893,28
2019,762,Oregon,12,16,16,0.8607,292,-0.0474,-35
2019,761,Prairie View A&M,16,68,302,0.395,22,0.165,97
2019,760,Purdue,3,8,36,0.8122,83,0.0868,24
2019,759,Saint Louis,13,64,53,0.7773,312,-0.065,-56
2019,758,Saint Mary's,11,64,52,0.7805,109,0.0658,19
2019,757,Seton Hall,10,64,24,0.826,269,-0.0319,-35
2019,756,St. John's,11,68,31,0.8198,284,-0.042,-36
2019,755,Syracuse,8,64,13,0.8641,250,-0.023,-27
2019,754,Temple,11,68,80,0.7296,118,0.0607,17
2019,753,Tennessee,2,16,11,0.8765,133,0.0528,4
2019,752,Texas Tech,3,2,28,0.8243,76,0.09,19
2019,751,UC Irvine,13,32,86,0.716,142,0.0485,12
2019,750,UCF,9,32,56,0.7693,100,0.0716,15
2019,749,Utah St.,8,64,124,0.6609,15,0.1829,87
2019,748,VCU,8,64,122,0.6618,12,0.1903,92
2019,747,Vermont,13,64,134,0.6446,62,0.1061,53
2019,746,Villanova,6,32,9,0.8895,294,-0.0483,-30
2019,745,Virginia,1,1,7,0.8988,106,0.0677,4
2019,744,Virginia Tech,4,16,20,0.8378,98,0.0721,9
2019,743,Washington,9,32,48,0.7846,192,0.0185,-8
2019,742,Wisconsin,5,64,22,0.8295,138,0.0502,4
2019,741,Wofford,7,32,100,0.6994,21,0.1668,78
2019,740,Yale,14,64,107,0.6853,102,0.0709,29
2018,739,Alabama,9,32,27,0.8626,296,-0.08,-33
2018,738,Arizona,4,64,1,0.9778,333,-0.1299,-25
2018,737,Arizona St.,11,68,81,0.75,87,0.0554,34
2018,736,Arkansas,7,64,46,0.8206,172,0.0026,10
2018,735,Auburn,4,32,37,0.8361,138,0.0257,18
2018,734,Bucknell,14,64,76,0.7701,290,-0.0746,-37
2018,733,Buffalo,13,32,153,0.6282,17,0.1523,90
2018,732,Butler,10,32,39,0.8346,169,0.0056,9
2018,731,Cal St. Fullerton,15,64,280,0.4286,15,0.1584,101
2018,730,Cincinnati,2,32,10,0.9069,180,-0.0022,1
2018,729,Clemson,5,16,52,0.8158,123,0.0319,25
2018,728,College of Charleston,13,64,75,0.772,336,-0.1411,-77
2018,727,Creighton,8,64,44,0.8221,143,0.0239,15
2018,726,Davidson,12,64,91,0.7265,73,0.0642,39
2018,725,Duke,2,8,5,0.9485,163,0.0104,3
2018,724,Florida,6,32,8,0.9364,262,-0.055,-7
2018,723,Florida St.,9,8,63,0.7989,145,0.0231,24
2018,722,Georgia St.,15,64,136,0.6491,52,0.0819,43
2018,721,Gonzaga,4,16,20,0.8746,105,0.0424,13
2018,720,Houston,6,32,70,0.7789,49,0.0859,52
2018,719,Iona,15,64,122,0.6711,202,-0.0165,-10
2018,718,Kansas,1,4,7,0.9404,206,-0.0194,1
2018,717,Kansas St.,9,8,41,0.8263,184,-0.004,3
2018,716,Kentucky,5,16,4,0.9559,295,-0.0794,-12
2018,715,Lipscomb,15,64,116,0.6782,236,-0.038,-24
2018,714,LIU Brooklyn,16,68,284,0.4203,93,0.051,25
2018,713,Loyola Chicago,11,4,84,0.7486,109,0.0387,28
2018,712,Marshall,13,32,202,0.5487,18,0.1484,92
2018,711,Miami FL,6,64,22,0.8699,208,-0.0209,-2
2018,710,Michigan,3,2,31,0.8501,115,0.035,17
2018,709,Michigan St.,3,32,6,0.9445,213,-0.0234,1
2018,708,Missouri,8,64,61,0.7997,150,0.021,20
2018,707,Montana,14,64,165,0.6174,35,0.1176,77
2018,706,Murray St.,12,64,159,0.6222,22,0.1418,88
2018,705,Nevada,7,16,62,0.7993,113,0.036,30
2018,704,New Mexico St.,12,64,100,0.7139,50,0.085,50
2018,703,North Carolina,2,32,12,0.9053,129,0.0291,9
2018,702,North Carolina Central,16,68,304,0.3923,226,-0.0295,-17
2018,701,North Carolina St.,9,64,85,0.7435,124,0.0316,19
2018,700,Ohio St.,5,32,73,0.7733,38,0.0975,56
2018,699,Oklahoma,10,64,26,0.8634,265,-0.057,-20
2018,698,Penn,16,64,144,0.6395,96,0.0489,26
2018,697,Providence,10,64,28,0.855,273,-0.0605,-23
2018,696,Purdue,2,16,14,0.9,144,0.0232,10
2018,695,Radford,16,64,234,0.5006,48,0.0865,56
2018,694,Rhode Island,7,32,51,0.8161,187,-0.0082,7
2018,693,San Diego St.,11,64,47,0.8198,200,-0.0148,-1
2018,692,Seton Hall,8,32,23,0.869,193,-0.0106,2
2018,691,South Dakota St.,12,64,114,0.6833,37,0.1044,60
2018,690,St. Bonaventure,11,64,79,0.7523,158,0.0144,9
2018,689,Stephen F. Austin,14,64,214,0.5317,7,0.1773,113
2018,688,Syracuse,11,16,71,0.7761,165,0.0088,14
2018,687,TCU,6,64,17,0.8818,222,-0.0275,-6
2018,686,Tennessee,3,32,53,0.8127,56,0.0785,40
2018,685,Texas,10,64,32,0.8493,214,-0.0235,-3
2018,684,Texas A&M,7,16,18,0.8798,228,-0.0317,-7
2018,683,Texas Southern,16,64,277,0.4333,77,0.0632,34
2018,682,Texas Tech,3,8,38,0.8359,86,0.0566,26
2018,681,UCLA,11,68,34,0.8459,241,-0.0416,-15
2018,680,UMBC,16,32,200,0.5507,132,0.0271,15
2018,679,UNC Greensboro,13,64,154,0.6268,43,0.0951,57
2018,678,Villanova,1,1,3,0.9614,139,0.0256,2
2018,677,Virginia,1,64,16,0.8842,126,0.0309,8
2018,676,Virginia Tech,8,64,55,0.8108,114,0.0359,27
2018,675,West Virginia,5,16,9,0.9278,230,-0.0333,-2
2018,674,Wichita St.,4,64,2,0.9633,315,-0.1047,-18
2018,673,Wright St.,14,64,187,0.5718,42,0.0959,61
2018,672,Xavier,1,32,15,0.8843,152,0.0197,5
2017,671,Arizona,2,16,8,0.8974,216,-0.025,-11
2017,670,Arkansas,8,32,58,0.7804,141,0.0206,13
2017,669,Baylor,3,16,22,0.8406,106,0.0406,11
2017,668,Bucknell,13,64,180,0.5811,17,0.1441,95
2017,667,Butler,4,16,23,0.8396,143,0.02,-3
2017,666,Cincinnati,6,32,29,0.825,108,0.0388,6
2017,665,Creighton,6,64,25,0.8368,123,0.0291,3
2017,664,Dayton,7,64,37,0.8172,222,-0.0302,-15
2017,663,Duke,2,32,1,0.9807,287,-0.0699,-7
2017,662,East Tennessee St.,13,64,152,0.6195,15,0.1453,89
2017,661,Florida,4,8,17,0.8596,96,0.0512,8
2017,660,Florida Gulf Coast,14,64,116,0.6698,137,0.0222,9
2017,659,Florida St.,3,32,41,0.8096,112,0.0362,14
2017,658,Gonzaga,1,2,13,0.8658,28,0.1236,12
2017,657,Iona,14,64,117,0.6689,152,0.0115,3
2017,656,Iowa St.,5,32,24,0.838,105,0.041,12
2017,655,Jacksonville St.,15,64,295,0.416,7,0.1819,125
2017,654,Kansas,1,8,3,0.959,249,-0.0432,-3
2017,653,Kansas St.,11,64,56,0.7816,81,0.0622,28
2017,652,Kent St.,14,64,193,0.5669,64,0.0764,55
2017,651,Kentucky,2,8,5,0.9419,190,-0.0118,1
2017,650,Louisville,2,32,11,0.8899,130,0.0251,4
2017,649,Marquette,10,64,49,0.803,128,0.0271,17
2017,648,Maryland,6,64,46,0.8064,147,0.0167,11
2017,647,Miami FL,8,64,30,0.8244,165,0.0061,-1
2017,646,Michigan,7,16,28,0.8258,103,0.0427,7
2017,645,Michigan St.,9,32,18,0.8583,276,-0.0592,-30
2017,644,Middle Tennessee,12,32,119,0.6619,16,0.1452,76
2017,643,Minnesota,5,64,82,0.7226,37,0.1073,49
2017,642,Mount St. Mary's,16,64,287,0.4341,25,0.1292,92
2017,641,Nevada,12,64,95,0.7027,57,0.0821,42
2017,640,New Mexico St.,14,64,128,0.6459,77,0.0645,37
2017,639,New Orleans,16,68,298,0.4126,13,0.1494,102
2017,638,North Carolina,1,1,4,0.9421,186,-0.0075,1
2017,637,North Carolina Central,16,68,280,0.4385,6,0.1905,127
2017,636,North Dakota,15,64,172,0.5923,151,0.0125,7
2017,635,Northern Kentucky,15,64,254,0.4761,9,0.16,111
2017,634,Northwestern,8,32,63,0.7592,79,0.063,27
2017,633,Notre Dame,5,32,50,0.801,62,0.0771,35
2017,632,Oklahoma St.,10,64,61,0.7717,38,0.1072,48
2017,631,Oregon,3,4,6,0.9206,275,-0.0577,-18
2017,630,Princeton,12,64,36,0.8173,256,-0.0458,-24
2017,629,Providence,11,68,62,0.7603,142,0.0201,6
2017,628,Purdue,4,16,12,0.8776,175,-0.0003,-5
2017,627,Rhode Island,11,32,42,0.8094,148,0.0167,8
2017,626,Saint Mary's,7,32,21,0.8457,119,0.0312,3
2017,625,Seton Hall,9,64,43,0.8078,202,-0.0167,-7
2017,624,SMU,6,64,51,0.7979,61,0.0795,35
2017,623,South Carolina,7,4,69,0.749,82,0.0619,30
2017,622,South Dakota St.,16,64,109,0.6802,331,-0.1275,-94
2017,621,Texas Southern,16,64,255,0.4732,100,0.0484,36
2017,620,Troy,15,64,232,0.5068,20,0.1401,98
2017,619,UC Davis,16,64,242,0.4897,89,0.0558,33
2017,618,UCLA,3,16,15,0.8612,146,0.0173,1
2017,617,UNC Wilmington,12,64,71,0.7424,117,0.033,13
2017,616,USC,11,32,57,0.7811,206,-0.0186,-8
2017,615,Vanderbilt,9,64,55,0.7826,97,0.0506,25
2017,614,VCU,10,64,34,0.8185,266,-0.0545,-30
2017,613,Vermont,13,64,101,0.6967,80,0.0627,34
2017,612,Villanova,1,32,2,0.9776,221,-0.0301,0
2017,611,Virginia,5,32,10,0.8922,210,-0.0202,-10
2017,610,Virginia Tech,9,64,38,0.8137,188,-0.0092,-6
2017,609,Wake Forest,11,68,73,0.7377,45,0.0985,44
2017,608,West Virginia,4,16,19,0.853,76,0.065,14
2017,607,Wichita St.,10,32,33,0.8194,69,0.0713,23
2017,606,Winthrop,13,64,131,0.6405,86,0.0594,31
2017,605,Wisconsin,8,16,7,0.9037,248,-0.0427,-18
2017,604,Xavier,11,8,9,0.8923,293,-0.0751,-28
2016,603,Arizona,6,64,6,0.9205,288,-0.0605,-16
2016,602,Austin Peay,16,64,291,0.3939,40,0.1193,65
2016,601,Baylor,5,64,16,0.8717,223,-0.0163,-9
2016,600,Buffalo,14,64,146,0.632,150,0.022,13
2016,599,Butler,9,32,35,0.8338,170,0.0128,8
2016,598,Cal St. Bakersfield,15,64,200,0.5412,11,0.18,97
2016,597,California,4,64,36,0.8308,179,0.005,4
2016,596,Chattanooga,12,64,136,0.6452,114,0.0489,24
2016,595,Cincinnati,9,64,23,0.8545,254,-0.0381,-16
2016,594,Colorado,8,64,70,0.7625,177,0.0051,4
2016,593,Connecticut,9,32,24,0.8523,215,-0.0104,-4
2016,592,Dayton,7,64,50,0.803,169,0.0131,10
2016,591,Duke,4,16,2,0.9664,322,-0.1025,-18
2016,590,Fairleigh Dickinson,16,68,320,0.3224,16,0.162,71
2016,589,Florida Gulf Coast,16,64,241,0.4689,55,0.103,50
2016,588,Fresno St.,14,64,105,0.6958,176,0.006,-4
2016,587,Gonzaga,11,16,7,0.9075,252,-0.0374,-8
2016,586,Green Bay,14,64,149,0.629,127,0.0336,22
2016,585,Hampton,16,64,253,0.4581,172,0.0111,-6
2016,584,Hawaii,13,32,91,0.7259,87,0.0654,37
2016,583,Holy Cross,16,64,254,0.4577,218,-0.0126,-20
2016,582,Indiana,5,16,13,0.8818,245,-0.0304,-13
2016,581,Iona,13,64,84,0.7436,232,-0.0222,-18
2016,580,Iowa,7,32,42,0.8243,115,0.0486,28
2016,579,Iowa St.,4,16,11,0.891,221,-0.0142,-1
2016,578,Kansas,1,8,1,0.9831,183,0.0017,0
2016,577,Kentucky,4,32,3,0.9627,286,-0.0599,-7
2016,576,Little Rock,12,32,190,0.5561,3,0.2193,129
2016,575,Maryland,5,16,12,0.8837,238,-0.0276,-12
2016,574,Miami FL,3,16,27,0.8502,125,0.0383,16
2016,573,Michigan,11,64,19,0.8637,275,-0.0514,-23
2016,572,Michigan St.,2,64,14,0.8805,97,0.0597,11
2016,571,Middle Tennessee,15,32,109,0.6883,191,-0.0022,-7
2016,570,North Carolina,1,2,4,0.9421,198,-0.0034,0
2016,569,Northern Iowa,11,32,77,0.7531,168,0.0133,8
2016,568,Notre Dame,6,8,20,0.8584,287,-0.0599,-28
2016,567,Oklahoma,2,4,9,0.9008,162,0.0139,3
2016,566,Oregon,1,8,30,0.8451,148,0.0224,12
2016,565,Oregon St.,7,64,53,0.796,229,-0.019,-7
2016,564,Pittsburgh,10,64,32,0.8371,186,0.0009,1
2016,563,Providence,9,32,73,0.7561,100,0.0594,32
2016,562,Purdue,5,64,21,0.8579,107,0.053,14
2016,561,Saint Joseph's,8,32,94,0.7213,42,0.1172,65
2016,560,Seton Hall,6,64,83,0.7454,44,0.1134,60
2016,559,South Dakota St.,12,64,101,0.7021,117,0.0468,23
2016,558,Southern,16,68,262,0.4454,98,0.0597,28
2016,557,Stephen F. Austin,14,32,61,0.7793,203,-0.0055,-1
2016,556,Stony Brook,13,64,89,0.7298,159,0.0156,6
2016,555,Syracuse,10,4,34,0.8341,224,-0.0164,-2
2016,554,Temple,10,64,69,0.7653,237,-0.0275,-20
2016,553,Texas,6,64,22,0.855,234,-0.0245,-11
2016,552,Texas A&M,3,16,43,0.8231,110,0.0523,30
2016,551,Texas Tech,8,64,104,0.6975,62,0.093,49
2016,550,Tulsa,11,68,49,0.8043,292,-0.0639,-38
2016,549,UNC Asheville,15,64,258,0.4505,5,0.201,118
2016,548,UNC Wilmington,13,64,158,0.6029,27,0.1373,70
2016,547,USC,8,64,63,0.775,135,0.0295,17
2016,546,Utah,3,32,15,0.8718,264,-0.0415,-19
2016,545,Vanderbilt,11,68,26,0.8518,156,0.0179,10
2016,544,VCU,10,32,47,0.807,154,0.019,12
2016,543,Villanova,2,1,5,0.934,164,0.0138,3
2016,542,Virginia,1,8,8,0.9071,188,0.0008,0
2016,541,Weber St.,15,64,161,0.5956,96,0.0598,30
2016,540,West Virginia,3,64,31,0.8439,72,0.0868,26
2016,539,Wichita St.,11,32,10,0.8945,243,-0.03,-9
2016,538,Wisconsin,7,16,18,0.8667,281,-0.0552,-25
2016,537,Xavier,2,32,29,0.8458,99,0.0596,20
2016,536,Yale,12,32,142,0.6372,20,0.1511,85
2015,535,Albany,14,64,203,0.5559,30,0.1094,75
2015,534,Arizona,2,8,5,0.9185,140,0.0186,1
2015,533,Arkansas,5,32,40,0.7959,95,0.0454,12
2015,532,Baylor,3,64,35,0.8042,47,0.0834,24
2015,531,Belmont,15,64,93,0.7064,305,-0.0951,-64
2015,530,Boise St.,11,68,71,0.742,104,0.0385,15
2015,529,Buffalo,12,64,149,0.6227,13,0.1606,95
2015,528,Butler,6,32,70,0.7446,29,0.1106,49
2015,527,BYU,11,68,38,0.799,84,0.052,13
2015,526,Cincinnati,8,32,52,0.7667,127,0.0265,3
2015,525,Coastal Carolina,16,64,169,0.6,96,0.0436,32
2015,524,Davidson,10,64,115,0.6723,21,0.1363,74
2015,523,Dayton,11,32,47,0.7756,193,-0.0097,-19
2015,522,Duke,1,1,3,0.9582,183,-0.0045,1
2015,521,Eastern Washington,13,64,190,0.5771,42,0.0894,65
2015,520,Georgetown,4,32,28,0.8176,110,0.036,6
2015,519,Georgia,10,64,62,0.7568,81,0.0543,24
2015,518,Georgia St.,14,32,65,0.7498,151,0.01,-3
2015,517,Gonzaga,2,8,11,0.8748,92,0.0474,5
2015,516,Hampton,16,64,224,0.5361,295,-0.0827,-50
2015,515,Harvard,13,64,31,0.8098,309,-0.097,-64
2015,514,Indiana,10,64,30,0.812,192,-0.0083,-13
2015,513,Iowa,7,32,23,0.8299,113,0.0347,5
2015,512,Iowa St.,3,64,15,0.8591,130,0.026,2
2015,511,Kansas,2,32,4,0.9497,273,-0.0636,-8
2015,510,Kentucky,1,4,2,0.9698,133,0.0235,1
2015,509,Lafayette,16,64,158,0.614,234,-0.0347,-21
2015,508,Louisville,4,8,1,0.9753,310,-0.0988,-14
2015,507,LSU,9,64,59,0.7611,83,0.0529,23
2015,506,Manhattan,16,68,99,0.6945,282,-0.0694,-50
2015,505,Maryland,4,32,36,0.8005,119,0.0304,6
2015,504,Michigan St.,7,4,13,0.869,170,0.0021,-4
2015,503,Mississippi,11,64,44,0.7783,118,0.0311,5
2015,502,New Mexico St.,15,64,81,0.7272,231,-0.0317,-29
2015,501,North Carolina,4,16,9,0.8775,109,0.0363,2
2015,500,North Carolina St.,8,16,45,0.7783,103,0.0388,11
2015,499,North Dakota St.,15,64,159,0.6138,229,-0.0314,-17
2015,498,North Florida,16,68,228,0.5304,46,0.0864,75
2015,497,Northeastern,14,64,123,0.6591,99,0.0408,15
2015,496,Northern Iowa,5,32,53,0.7666,40,0.0955,33
2015,495,Notre Dame,3,8,46,0.7762,32,0.1075,32
2015,494,Ohio St.,10,32,16,0.8589,188,-0.007,-7
2015,493,Oklahoma,3,16,19,0.8459,90,0.0488,9
2015,492,Oklahoma St.,9,64,32,0.8091,208,-0.0153,-16
2015,491,Oregon,8,32,50,0.7682,142,0.0163,-3
2015,490,Providence,6,64,76,0.7363,27,0.1148,52
2015,489,Purdue,9,64,58,0.7629,78,0.0548,25
2015,488,Robert Morris,16,64,195,0.5729,201,-0.0135,2
2015,487,San Diego St.,8,32,26,0.8215,207,-0.0145,-16
2015,486,SMU,6,64,25,0.8254,166,0.0038,-6
2015,485,St. John's,9,64,57,0.7645,62,0.0674,28
2015,484,Stephen F. Austin,12,64,89,0.7145,52,0.077,38
2015,483,Texas,11,64,17,0.8588,162,0.0051,-2
2015,482,Texas Southern,15,64,276,0.4593,65,0.0656,57
2015,481,UAB,14,32,212,0.5514,54,0.0721,61
2015,480,UC Irvine,13,64,86,0.7204,154,0.0091,4
2015,479,UCLA,11,16,21,0.8348,272,-0.0624,-38
2015,478,Utah,5,16,34,0.8077,39,0.0984,25
2015,477,Valparaiso,13,64,155,0.6207,14,0.1545,97
2015,476,VCU,7,64,14,0.8625,251,-0.048,-21
2015,475,Villanova,1,32,8,0.8944,86,0.0514,5
2015,474,Virginia,2,32,12,0.8706,107,0.0373,4
2015,473,West Virginia,5,16,49,0.7683,48,0.0815,23
2015,472,Wichita St.,7,16,10,0.8768,179,-0.0025,-6
2015,471,Wisconsin,1,2,6,0.9049,126,0.0269,1
2015,470,Wofford,12,64,132,0.6466,91,0.0481,21
2015,469,Wyoming,12,64,87,0.7151,289,-0.0765,-55
2015,468,Xavier,6,16,61,0.7578,41,0.09,34