YEAR,TEAM NO,TEAM,SEED,ROUND,Z RATING RANK,SEED LIST,Z RATING,TYPE
2021,841,Morehead St.,14,64,63,56,8.01,OLD
2021,840,Mount St. Mary's,16,68,68,65,6.81,OLD
2021,839,Norfolk St.,16,64,65,67,7.46,OLD
2021,838,North Carolina,8,64,26,31,15.2,OLD
2021,837,North Texas,13,32,45,52,12.33,OLD
2021,836,Ohio,13,32,52,51,11.12,OLD
2021,835,Ohio St.,2,64,21,6,15.37,OLD
2021,834,Oklahoma,8,32,23,32,15.28,OLD
2021,833,Oklahoma St.,4,32,33,15,14.51,OLD
2021,832,Oral Roberts,15,16,59,61,9.54,OLD
2021,831,Oregon,7,16,50,25,11.71,OLD
2021,830,Oregon St.,12,8,41,46,12.87,OLD
2021,829,Purdue,4,64,34,14,14.51,OLD
2021,828,Rutgers,10,32,42,40,12.67,OLD
2021,827,San Diego St.,6,64,36,24,14.22,OLD
2021,826,St. Bonaventure,9,64,38,37,13.69,OLD
2021,825,Syracuse,11,16,29,41,14.75,OLD
2021,824,Tennessee,5,64,10,19,16.76,OLD
2021,823,Texas,3,64,15,11,16.28,OLD
2021,822,Texas Southern,16,64,64,66,7.81,OLD
2021,821,Texas Tech,6,32,19,22,15.7,OLD
2021,820,UC Santa Barbara,12,64,47,50,11.97,OLD
2021,819,UCLA,11,4,39,44,13.15,OLD
2021,818,UNC Greensboro,13,64,61,54,8.56,OLD
2021,817,USC,6,8,18,21,15.78,OLD
2021,816,Utah St.,11,64,40,42,13.13,OLD
2021,815,VCU,10,64,44,39,12.5,OLD
2021,814,Villanova,5,16,22,18,15.35,OLD
2021,813,Virginia,4,64,8,16,16.97,OLD
2021,812,Virginia Tech,10,64,48,38,11.86,OLD
2021,811,West Virginia,3,32,14,10,16.28,OLD
2021,810,Wichita St.,11,68,56,45,10.56,OLD
2021,809,Winthrop,12,64,57,49,9.55,OLD
2021,808,Wisconsin,9,32,17,35,15.88,OLD
2019,807,Abilene Christian,15,64,57,62,9.21,OLD
2019,806,Arizona St.,11,64,55,45,9.94,OLD
2019,805,Auburn,5,4,14,18,16.1,OLD
2019,804,Baylor,9,32,33,35,13.18,OLD
2019,803,Belmont,11,64,39,42,12.44,OLD
2019,802,Bradley,15,64,65,61,7.67,OLD
2019,801,Buffalo,6,32,29,23,13.68,OLD
2019,800,Cincinnati,7,64,31,27,13.49,OLD
2019,799,Colgate,15,64,50,60,10.24,OLD
2019,798,Duke,1,8,5,1,19.59,OLD
2019,797,Fairleigh Dickinson,16,64,62,66,8.38,OLD
2019,796,Florida,10,32,18,40,15.21,OLD
2019,795,Florida St.,4,16,13,14,16.36,OLD
2019,794,Gardner Webb,16,64,61,63,8.4,OLD
2019,793,Georgia St.,14,64,63,57,8.31,OLD
2019,792,Gonzaga,1,8,6,4,19.27,OLD
2019,791,Houston,3,16,17,9,15.45,OLD
2019,790,Iona,16,64,67,64,7.4,OLD
2019,789,Iowa,10,32,25,37,14.38,OLD
2019,788,Iowa St.,6,64,15,24,15.96,OLD
2019,787,Kansas,4,32,20,13,15.4,OLD
2019,786,Kansas St.,4,64,26,15,14.35,OLD
2019,785,Kentucky,2,8,10,7,17.7,OLD
2019,784,Liberty,12,32,47,50,11.02,OLD
2019,783,Louisville,7,64,12,25,16.84,OLD
2019,782,LSU,3,16,24,11,14.56,OLD
2019,781,Marquette,5,64,28,17,13.72,OLD
2019,780,Maryland,6,32,16,22,15.84,OLD
2019,779,Michigan,2,16,11,8,16.95,OLD
2019,778,Michigan St.,2,4,1,6,22.13,OLD
2019,777,Minnesota,10,32,35,39,13.05,OLD
2019,776,Mississippi,8,64,21,31,14.76,OLD
2019,775,Mississippi St.,5,64,19,20,15.12,OLD
2019,774,Montana,15,64,56,59,9.76,OLD
2019,773,Murray St.,12,32,37,46,12.68,OLD
2019,772,Nevada,7,64,36,26,12.72,OLD
2019,771,New Mexico St.,12,64,49,49,10.66,OLD
2019,770,North Carolina,1,16,3,3,20.65,OLD
2019,769,North Carolina Central,16,68,64,68,8.01,OLD
2019,768,North Dakota St.,16,64,68,67,7.19,OLD
2019,767,Northeastern,13,64,54,54,10.01,OLD
2019,766,Northern Kentucky,14,64,52,58,10.17,OLD
2019,765,Ohio St.,11,32,22,41,14.68,OLD
2019,764,Oklahoma,9,32,27,36,14.19,OLD
2019,763,Old Dominion,14,64,60,56,8.84,OLD
2019,762,Oregon,12,16,42,48,11.9,OLD
2019,761,Prairie View A&M,16,68,66,65,7.47,OLD
2019,760,Purdue,3,8,8,12,18.08,OLD
2019,759,Saint Louis,13,64,58,53,9.13,OLD
2019,758,Saint Mary's,11,64,46,44,11.04,OLD
2019,757,Seton Hall,10,64,48,38,10.75,OLD
2019,756,St. John's,11,68,53,47,10.1,OLD
2019,755,Syracuse,8,64,30,30,13.55,OLD
2019,754,Temple,11,68,45,43,11.26,OLD
2019,753,Tennessee,2,16,2,5,21.81,OLD
2019,752,Texas Tech,3,2,9,10,17.99,OLD
2019,751,UC Irvine,13,32,51,51,10.21,OLD
2019,750,UCF,9,32,40,34,12.03,OLD
2019,749,Utah St.,8,64,32,32,13.29,OLD
2019,748,VCU,8,64,38,29,12.68,OLD
2019,747,Vermont,13,64,59,52,8.92,OLD
2019,746,Villanova,6,32,41,21,11.98,OLD
2019,745,Virginia,1,1,4,2,20.19,OLD
2019,744,Virginia Tech,4,16,7,16,18.34,OLD
2019,743,Washington,9,32,43,33,11.86,OLD
2019,742,Wisconsin,5,64,23,19,14.58,OLD
2019,741,Wofford,7,32,34,28,13.09,OLD
2019,740,Yale,14,64,44,55,11.4,OLD
2018,739,Alabama,9,32,44,36,11.96,OLD
2018,738,Arizona,4,64,29,16,13.84,OLD
2018,737,Arizona St.,11,68,43,43,12.01,OLD
2018,736,Arkansas,7,64,33,26,13.34,OLD
2018,735,Auburn,4,32,30,13,13.73,OLD
2018,734,Bucknell,14,64,54,55,9.96,OLD
2018,733,Buffalo,13,32,49,51,11.12,OLD
2018,732,Butler,10,32,12,33,16.85,OLD
2018,731,Cal St. Fullerton,15,64,64,61,8.14,OLD
2018,730,Cincinnati,2,32,15,8,16.24,OLD
2018,729,Clemson,5,16,19,19,15.2,OLD
2018,728,College of Charleston,13,64,62,53,8.52,OLD
2018,727,Creighton,8,64,16,30,16.14,OLD
2018,726,Davidson,12,64,37,48,12.95,OLD
2018,725,Duke,2,8,4,6,19.82,OLD
2018,724,Florida,6,32,18,21,15.3,OLD
2018,723,Florida St.,9,8,35,38,13.31,OLD
2018,722,Georgia St.,15,64,59,60,8.96,OLD
2018,721,Gonzaga,4,16,20,15,15.2,OLD
2018,720,Houston,6,32,23,23,14.76,OLD
2018,719,Iona,15,64,57,62,9.28,OLD
2018,718,Kansas,1,4,7,3,18.73,OLD
2018,717,Kansas St.,9,8,32,34,13.69,OLD
2018,716,Kentucky,5,16,25,17,14.56,OLD
2018,715,Lipscomb,15,64,58,59,9.14,OLD
2018,714,LIU Brooklyn,16,68,68,66,6.65,OLD
2018,713,Loyola Chicago,11,4,47,46,11.27,OLD
2018,712,Marshall,13,32,51,54,10.55,OLD
2018,711,Miami FL,6,64,36,22,13.04,OLD
2018,710,Michigan,3,2,24,11,14.76,OLD
2018,709,Michigan St.,3,32,2,9,20.22,OLD
2018,708,Missouri,8,64,26,32,14.39,OLD
2018,707,Montana,14,64,53,56,9.97,OLD
2018,706,Murray St.,12,64,50,50,11.11,OLD
2018,705,Nevada,7,16,38,27,12.89,OLD
2018,704,New Mexico St.,12,64,48,47,11.15,OLD
2018,703,North Carolina,2,32,6,5,18.85,OLD
2018,702,North Carolina Central,16,68,67,67,6.67,OLD
2018,701,North Carolina St.,9,64,31,37,13.7,OLD
2018,700,Ohio St.,5,32,13,20,16.58,OLD
2018,699,Oklahoma,10,64,27,40,14.32,OLD
2018,698,Penn,16,64,60,64,8.88,OLD
2018,697,Providence,10,64,34,35,13.32,OLD
2018,696,Purdue,2,16,3,7,20.16,OLD
2018,695,Radford,16,64,63,65,8.37,OLD
2018,694,Rhode Island,7,32,42,28,12.04,OLD
2018,693,San Diego St.,11,64,41,45,12.52,OLD
2018,692,Seton Hall,8,32,21,29,15.02,OLD
2018,691,South Dakota St.,12,64,52,49,10.27,OLD
2018,690,St. Bonaventure,11,64,45,42,11.43,OLD
2018,689,Stephen F. Austin,14,64,56,58,9.7,OLD
2018,688,Syracuse,11,16,40,44,12.85,OLD
2018,687,TCU,6,64,14,24,16.3,OLD
2018,686,Tennessee,3,32,10,10,17.94,OLD
2018,685,Texas,10,64,39,39,12.87,OLD
2018,684,Texas A&M,7,16,22,25,14.96,OLD
2018,683,Texas Southern,16,64,66,68,7.81,OLD
2018,682,Texas Tech,3,8,11,12,17.08,OLD
2018,681,UCLA,11,68,46,41,11.35,OLD
2018,680,UMBC,16,32,65,63,7.9,OLD
2018,679,UNC Greensboro,13,64,55,52,9.84,OLD
2018,678,Villanova,1,1,1,2,21.49,OLD
2018,677,Virginia,1,64,8,1,18.69,OLD
2018,676,Virginia Tech,8,64,28,31,14.15,OLD
2018,675,West Virginia,5,16,5,18,19.22,OLD
2018,674,Wichita St.,4,64,17,14,15.9,OLD
2018,673,Wright St.,14,64,61,57,8.54,OLD
2018,672,Xavier,1,32,9,4,18.11,OLD
2017,671,Arizona,2,16,28,6,15.16,OLD
2017,670,Arkansas,8,32,37,31,14.21,OLD
2017,669,Baylor,3,16,5,12,18.82,OLD
2017,668,Bucknell,13,64,57,51,9.44,OLD
2017,667,Butler,4,16,34,13,14.87,OLD
2017,666,Cincinnati,6,32,30,22,15.1,OLD
2017,665,Creighton,6,64,23,24,15.6,OLD
2017,664,Dayton,7,64,43,28,11.9,OLD
2017,663,Duke,2,32,3,7,19.49,OLD
2017,662,East Tennessee St.,13,64,50,52,10.64,OLD
2017,661,Florida,4,8,9,14,18.07,OLD
2017,660,Florida Gulf Coast,14,64,53,56,10.11,OLD
2017,659,Florida St.,3,32,18,10,16.51,OLD
2017,658,Gonzaga,1,2,15,4,16.63,OLD
2017,657,Iona,14,64,55,58,9.9,OLD
2017,656,Iowa St.,5,32,11,20,17.96,OLD
2017,655,Jacksonville St.,15,64,63,61,8.56,OLD
2017,654,Kansas,1,8,8,2,18.27,OLD
2017,653,Kansas St.,11,64,25,46,15.46,OLD
2017,652,Kent St.,14,64,60,57,8.91,OLD
2017,651,Kentucky,2,8,14,5,17.22,OLD
2017,650,Louisville,2,32,10,8,18.06,OLD
2017,649,Marquette,10,64,16,39,16.54,OLD
2017,648,Maryland,6,64,40,23,13.18,OLD
2017,647,Miami FL,8,64,33,30,14.95,OLD
2017,646,Michigan,7,16,19,27,16.25,OLD
2017,645,Michigan St.,9,32,32,35,14.97,OLD
2017,644,Middle Tennessee,12,32,47,48,11.24,OLD
2017,643,Minnesota,5,64,35,18,14.38,OLD
2017,642,Mount St. Mary's,16,64,68,68,6.54,OLD
2017,641,Nevada,12,64,49,47,10.76,OLD
2017,640,New Mexico St.,14,64,52,55,10.5,OLD
2017,639,New Orleans,16,68,56,67,9.49,OLD
2017,638,North Carolina,1,1,1,3,20.65,OLD
2017,637,North Carolina Central,16,68,59,66,9.27,OLD
2017,636,North Dakota,15,64,62,62,8.73,OLD
2017,635,Northern Kentucky,15,64,65,59,8.19,OLD
2017,634,Northwestern,8,32,26,32,15.4,OLD
2017,633,Notre Dame,5,32,12,19,17.92,OLD
2017,632,Oklahoma St.,10,64,6,37,18.53,OLD
2017,631,Oregon,3,4,24,9,15.54,OLD
2017,630,Princeton,12,64,54,50,10.07,OLD
2017,629,Providence,11,68,41,42,12.89,OLD
2017,628,Purdue,4,16,4,16,19.26,OLD
2017,627,Rhode Island,11,32,42,44,12.06,OLD
2017,626,Saint Mary's,7,32,22,25,15.91,OLD
2017,625,Seton Hall,9,64,44,34,11.9,OLD
2017,624,SMU,6,64,21,21,15.95,OLD
2017,623,South Carolina,7,4,36,26,14.28,OLD
2017,622,South Dakota St.,16,64,64,64,8.33,OLD
2017,621,Texas Southern,16,64,66,63,7.89,OLD
2017,620,Troy,15,64,61,60,8.74,OLD
2017,619,UC Davis,16,64,67,65,7.25,OLD
2017,618,UCLA,3,16,17,11,16.53,OLD
2017,617,UNC Wilmington,12,64,48,49,10.94,OLD
2017,616,USC,11,32,46,45,11.66,OLD
2017,615,Vanderbilt,9,64,27,33,15.31,OLD
2017,614,VCU,10,64,45,40,11.51,OLD
2017,613,Vermont,13,64,51,53,10.52,OLD
2017,612,Villanova,1,32,2,1,20.57,OLD
2017,611,Virginia,5,32,13,17,17.68,OLD
2017,610,Virginia Tech,9,64,38,36,14.13,OLD
2017,609,Wake Forest,11,68,20,43,16.05,OLD
2017,608,West Virginia,4,16,7,15,18.34,OLD
2017,607,Wichita St.,10,32,29,38,15.16,OLD
2017,606,Winthrop,13,64,58,54,9.31,OLD
2017,605,Wisconsin,8,16,31,29,14.98,OLD
2017,604,Xavier,11,8,39,41,13.81,OLD
2016,603,Arizona,6,64,20,23,15.09,OLD
2016,602,Austin Peay,16,64,64,63,7.32,OLD
2016,601,Baylor,5,64,10,20,17.14,OLD
2016,600,Buffalo,14,64,58,56,8.76,OLD
2016,599,Butler,9,32,25,34,14.77,OLD
2016,598,Cal St. Bakersfield,15,64,51,60,10.32,OLD
2016,597,California,4,64,31,14,13.87,OLD
2016,596,Chattanooga,12,64,53,47,10.01,OLD
2016,595,Cincinnati,9,64,28,35,14.23,OLD
2016,594,Colorado,8,64,38,30,12.83,OLD
2016,593,Connecticut,9,32,23,36,14.92,OLD
2016,592,Dayton,7,64,45,26,11.38,OLD
2016,591,Duke,4,16,24,13,14.85,OLD
2016,590,Fairleigh Dickinson,16,68,65,66,6.97,OLD
2016,589,Florida Gulf Coast,16,64,62,65,7.7,OLD
2016,588,Fresno St.,14,64,55,57,9.77,OLD
2016,587,Gonzaga,11,16,30,44,13.88,OLD
2016,586,Green Bay,14,64,59,55,8.51,OLD
2016,585,Hampton,16,64,66,64,6.82,OLD
2016,584,Hawaii,13,32,47,52,11.05,OLD
2016,583,Holy Cross,16,64,68,68,6.28,OLD
2016,582,Indiana,5,16,18,17,15.43,OLD
2016,581,Iona,13,64,49,54,10.69,OLD
2016,580,Iowa,7,32,12,27,16.71,OLD
2016,579,Iowa St.,4,16,13,16,16.24,OLD
2016,578,Kansas,1,8,3,1,20.08,OLD
2016,577,Kentucky,4,32,17,15,15.55,OLD
2016,576,Little Rock,12,32,46,48,11.18,OLD
2016,575,Maryland,5,16,19,19,15.2,OLD
2016,574,Miami FL,3,16,9,10,17.33,OLD
2016,573,Michigan,11,64,37,42,13.27,OLD
2016,572,Michigan St.,2,64,5,5,19.6,OLD
2016,571,Middle Tennessee,15,32,63,59,7.58,OLD
2016,570,North Carolina,1,2,2,2,20.22,OLD
2016,569,Northern Iowa,11,32,57,46,9.49,OLD
2016,568,Notre Dame,6,8,34,22,13.79,OLD
2016,567,Oklahoma,2,4,6,6,18.55,OLD
2016,566,Oregon,1,8,26,4,14.32,OLD
2016,565,Oregon St.,7,64,42,28,12.19,OLD
2016,564,Pittsburgh,10,64,14,37,16.17,OLD
2016,563,Providence,9,32,21,33,14.99,OLD
2016,562,Purdue,5,64,7,18,17.72,OLD
2016,561,Saint Joseph's,8,32,44,32,11.6,OLD
2016,560,Seton Hall,6,64,27,24,14.27,OLD
2016,559,South Dakota St.,12,64,54,50,9.8,OLD
2016,558,Southern,16,68,67,67,6.69,OLD
2016,557,Stephen F. Austin,14,32,36,58,13.31,OLD
2016,556,Stony Brook,13,64,50,53,10.68,OLD
2016,555,Syracuse,10,4,29,39,13.95,OLD
2016,554,Temple,10,64,52,38,10.21,OLD
2016,553,Texas,6,64,33,21,13.79,OLD
2016,552,Texas A&M,3,16,15,12,15.97,OLD
2016,551,Texas Tech,8,64,32,29,13.81,OLD
2016,550,Tulsa,11,68,48,45,10.7,OLD
2016,549,UNC Asheville,15,64,61,61,8.15,OLD
2016,548,UNC Wilmington,13,64,56,51,9.69,OLD
2016,547,USC,8,64,43,31,11.69,OLD
2016,546,Utah,3,32,22,11,14.94,OLD
2016,545,Vanderbilt,11,68,16,41,15.96,OLD
2016,544,VCU,10,32,39,40,12.74,OLD
2016,543,Villanova,2,1,1,7,20.41,OLD
2016,542,Virginia,1,8,4,3,19.7,OLD
2016,541,Weber St.,15,64,60,62,8.29,OLD
2016,540,West Virginia,3,64,8,9,17.68,OLD
2016,539,Wichita St.,11,32,35,43,13.7,OLD
2016,538,Wisconsin,7,16,40,25,12.57,OLD
2016,537,Xavier,2,32,11,8,17.12,OLD
2016,536,Yale,12,32,41,49,12.47,OLD
2015,535,Albany,14,64,64,58,8.22,OLD
2015,534,Arizona,2,8,15,6,16.29,OLD
2015,533,Arkansas,5,32,33,18,13.39,OLD
2015,532,Baylor,3,64,16,10,16.18,OLD
2015,531,Belmont,15,64,60,60,8.99,OLD
2015,530,Boise St.,11,68,46,45,10.83,OLD
2015,529,Buffalo,12,64,49,48,10.49,OLD
2015,528,Butler,6,32,26,23,14.41,OLD
2015,527,BYU,11,68,30,44,13.84,OLD
2015,526,Cincinnati,8,32,45,29,11.24,OLD
2015,525,Coastal Carolina,16,64,63,64,8.38,OLD
2015,524,Davidson,10,64,38,38,13,OLD
2015,523,Dayton,11,32,47,46,10.62,OLD
2015,522,Duke,1,1,1,3,20.09,OLD
2015,521,Eastern Washington,13,64,61,53,8.93,OLD
2015,520,Georgetown,4,32,19,16,15.57,OLD
2015,519,Georgia,10,64,32,40,13.43,OLD
2015,518,Georgia St.,14,32,44,55,11.3,OLD
2015,517,Gonzaga,2,8,13,7,16.4,OLD
2015,516,Hampton,16,64,68,68,6.3,OLD
2015,515,Harvard,13,64,50,52,10.4,OLD
2015,514,Indiana,10,64,37,37,13.03,OLD
2015,513,Iowa,7,32,8,27,16.95,OLD
2015,512,Iowa St.,3,64,20,9,15.43,OLD
2015,511,Kansas,2,32,10,8,16.71,OLD
2015,510,Kentucky,1,4,2,1,19.98,OLD
2015,509,Lafayette,16,64,55,63,9.62,OLD
2015,508,Louisville,4,8,22,15,14.81,OLD
2015,507,LSU,9,64,40,35,12.3,OLD
2015,506,Manhattan,16,68,62,67,8.51,OLD
2015,505,Maryland,4,32,27,14,14.34,OLD
2015,504,Michigan St.,7,4,17,25,16,OLD
2015,503,Mississippi,11,64,35,43,13.06,OLD
2015,502,New Mexico St.,15,64,53,59,9.73,OLD
2015,501,North Carolina,4,16,3,13,19.89,OLD
2015,500,North Carolina St.,8,16,39,31,12.78,OLD
2015,499,North Dakota St.,15,64,67,62,6.68,OLD
2015,498,North Florida,16,68,54,65,9.67,OLD
2015,497,Northeastern,14,64,58,56,9.26,OLD
2015,496,Northern Iowa,5,32,36,20,13.05,OLD
2015,495,Notre Dame,3,8,7,12,16.99,OLD
2015,494,Ohio St.,10,32,14,39,16.4,OLD
2015,493,Oklahoma,3,16,9,11,16.9,OLD
2015,492,Oklahoma St.,9,64,28,34,14,OLD
2015,491,Oregon,8,32,41,30,12.28,OLD
2015,490,Providence,6,64,18,22,15.67,OLD
2015,489,Purdue,9,64,21,36,14.94,OLD
2015,488,Robert Morris,16,64,65,66,8.07,OLD
2015,487,San Diego St.,8,32,48,32,10.59,OLD
2015,486,SMU,6,64,25,21,14.42,OLD
2015,485,St. John's,9,64,29,33,13.98,OLD
2015,484,Stephen F. Austin,12,64,34,50,13.36,OLD
2015,483,Texas,11,64,12,41,16.65,OLD
2015,482,Texas Southern,15,64,66,61,7.44,OLD
2015,481,UAB,14,32,56,57,9.35,OLD
2015,480,UC Irvine,13,64,51,54,10.28,OLD
2015,479,UCLA,11,16,42,42,12.21,OLD
2015,478,Utah,5,16,11,17,16.7,OLD
2015,477,Valparaiso,13,64,52,51,10.26,OLD
2015,476,VCU,7,64,43,28,11.5,OLD
2015,475,Villanova,1,32,4,2,19.86,OLD
2015,474,Virginia,2,32,6,5,18.3,OLD
2015,473,West Virginia,5,16,24,19,14.6,OLD
2015,472,Wichita St.,7,16,31,26,13.79,OLD
2015,471,Wisconsin,1,2,5,4,19.7,OLD
2015,470,Wofford,12,64,59,49,9.25,OLD
2015,469,Wyoming,12,64,57,47,9.32,OLD
2015,468,Xavier,6,16,23,24,14.8,OLD