YEAR,ROUND,CURRENT ROUND,TEAM NO 1,TEAM 1,SEED 1,SCORE 1,TEAM NO 2,TEAM 2,SEED 2,SCORE 2,TEAM 1 WIN
2013,8,64,352,Ohio St.,2,95.0,378,Iona,15,70.0,1
2013,16,64,375,Kansas,1,64.0,334,Western Kentucky,16,57.0,1
2013,32,64,357,North Carolina,8,78.0,335,Villanova,9,71.0,1
2013,32,64,336,VCU,5,88.0,399,Akron,12,42.0,1
2013,2,64,366,Michigan,4,71.0,343,South Dakota St.,13,56.0,1
2013,64,64,339,UCLA,6,63.0,363,Minnesota,11,83.0,0
2013,8,64,385,Florida,3,79.0,354,Northwestern St.,14,47.0,1
2013,32,64,344,San Diego St.,7,70.0,351,Oklahoma,10,55.0,1
2013,64,64,383,Georgetown,2,68.0,384,Florida Gulf Coast,15,78.0,0
2013,16,64,379,Indiana,1,83.0,376,James Madison,16,62.0,1
2013,64,64,355,North Carolina St.,8,72.0,340,Temple,9,76.0,0
2013,64,64,338,UNLV,5,61.0,392,California,12,64.0,0
2013,4,64,341,Syracuse,4,81.0,360,Montana,13,34.0,1
2013,32,64,393,Butler,6,68.0,394,Bucknell,11,56.0,1
2013,8,64,369,Marquette,3,59.0,387,Davidson,14,58.0,1
2013,32,64,380,Illinois,7,57.0,390,Colorado,10,49.0,1
2013,16,64,367,Miami FL,2,78.0,348,Pacific,15,49.0,1
2013,1,32,370,Louisville,1,82.0,389,Colorado St.,8,56.0,1
2013,16,32,349,Oregon,12,74.0,346,Saint Louis,4,57.0,1
2013,32,32,368,Memphis,6,48.0,365,Michigan St.,3,70.0,0
2013,32,32,388,Creighton,7,50.0,386,Duke,2,66.0,0
2013,32,32,382,Gonzaga,1,70.0,333,Wichita St.,9,76.0,0
2013,32,32,362,Mississippi,12,74.0,373,La Salle,13,76.0,0
2013,16,32,397,Arizona,6,74.0,381,Harvard,14,51.0,1
2013,32,32,377,Iowa St.,10,75.0,352,Ohio St.,2,78.0,0
2013,16,32,375,Kansas,1,70.0,357,North Carolina,8,58.0,1
2013,32,32,336,VCU,5,53.0,366,Michigan,4,78.0,0
2013,32,32,363,Minnesota,11,64.0,385,Florida,3,78.0,0
2013,32,32,344,San Diego St.,7,71.0,384,Florida Gulf Coast,15,81.0,0
2013,16,32,379,Indiana,1,58.0,340,Temple,9,52.0,1
2013,32,32,392,California,12,60.0,341,Syracuse,4,66.0,0
2013,32,32,393,Butler,6,72.0,369,Marquette,3,74.0,0
2013,32,32,380,Illinois,7,59.0,367,Miami FL,2,63.0,0
2013,1,16,370,Louisville,1,77.0,349,Oregon,12,69.0,1
2013,16,16,365,Michigan St.,3,61.0,386,Duke,2,71.0,0
2013,4,16,333,Wichita St.,9,72.0,373,La Salle,13,58.0,1
2013,16,16,397,Arizona,6,70.0,352,Ohio St.,2,73.0,0
2013,16,16,375,Kansas,1,85.0,366,Michigan,4,87.0,0
2013,8,16,385,Florida,3,62.0,384,Florida Gulf Coast,15,50.0,1
2013,16,16,379,Indiana,1,50.0,341,Syracuse,4,61.0,0
2013,8,16,369,Marquette,3,71.0,367,Miami FL,2,61.0,1
2013,1,8,370,Louisville,1,85.0,386,Duke,2,63.0,1
2013,4,8,333,Wichita St.,9,70.0,352,Ohio St.,2,66.0,1
2013,2,8,366,Michigan,4,79.0,385,Florida,3,59.0,1
2013,4,8,341,Syracuse,4,55.0,369,Marquette,3,39.0,1
2013,1,4,370,Louisville,1,72.0,333,Wichita St.,9,68.0,1
2013,2,4,366,Michigan,4,61.0,341,Syracuse,4,56.0,1
2013,1,2,370,Louisville,1,82.0,366,Michigan,4,76.0,1
2012,1,64,308,Kentucky,1,81.0,267,Western Kentucky,16,66.0,1
2012,32,64,311,Iowa St.,8,77.0,323,Connecticut,9,64.0,1
2012,64,64,266,Wichita St.,5,59.0,271,VCU,12,62.0,0
2012,16,64,313,Indiana,4,79.0,292,New Mexico St.,13,66.0,1
2012,64,64,273,UNLV,6,64.0,325,Colorado,11,68.0,0
2012,8,64,330,Baylor,3,68.0,281,South Dakota St.,14,60.0,1
2012,64,64,288,Notre Dame,7,63.0,264,Xavier,10,67.0,0
2012,64,64,319,Duke,2,70.0,306,Lehigh,15,75.0,0
2012,16,64,298,Michigan St.,1,89.0,305,LIU Brooklyn,16,67.0,1
2012,64,64,300,Memphis,8,54.0,284,Saint Louis,9,61.0,0
2012,32,64,293,New Mexico,5,75.0,304,Long Beach St.,12,68.0,1
2012,4,64,303,Louisville,4,69.0,321,Davidson,13,62.0,1
2012,32,64,294,Murray St.,6,58.0,324,Colorado St.,11,41.0,1
2012,16,64,301,Marquette,3,88.0,328,BYU,14,68.0,1
2012,8,64,318,Florida,7,71.0,269,Virginia,10,45.0,1
2012,64,64,296,Missouri,2,84.0,291,Norfolk St.,15,86.0,0
2012,8,64,277,Syracuse,1,72.0,274,UNC Asheville,16,65.0,1
2012,32,64,309,Kansas St.,8,70.0,279,Southern Miss,9,64.0,1
2012,32,64,272,Vanderbilt,5,79.0,314,Harvard,12,70.0,1
2012,16,64,265,Wisconsin,4,73.0,295,Montana,13,49.0,1
2012,16,64,326,Cincinnati,6,65.0,275,Texas,11,59.0,1
2012,32,64,317,Florida St.,3,66.0,278,St. Bonaventure,14,63.0,1
2012,32,64,315,Gonzaga,7,77.0,268,West Virginia,10,54.0,1
2012,4,64,286,Ohio St.,2,78.0,302,Loyola MD,15,59.0,1
2012,8,64,290,North Carolina,1,77.0,270,Vermont,16,58.0,1
2012,32,64,322,Creighton,8,58.0,331,Alabama,9,57.0,1
2012,64,64,276,Temple,5,44.0,280,South Florida,12,58.0,0
2012,64,64,299,Michigan,4,60.0,287,Ohio,13,65.0,0
2012,64,64,282,San Diego St.,6,65.0,289,North Carolina St.,11,79.0,0
2012,32,64,316,Georgetown,3,74.0,329,Belmont,14,59.0,1
2012,64,64,283,Saint Mary's,7,69.0,285,Purdue,10,72.0,0
2012,2,64,310,Kansas,2,65.0,320,Detroit,15,50.0,1
2012,1,32,308,Kentucky,1,87.0,311,Iowa St.,8,71.0,1
2012,32,32,271,VCU,12,61.0,313,Indiana,4,63.0,0
2012,32,32,325,Colorado,11,63.0,330,Baylor,3,80.0,0
2012,16,32,264,Xavier,10,70.0,306,Lehigh,15,58.0,1
2012,16,32,298,Michigan St.,1,65.0,284,Saint Louis,9,61.0,1
2012,32,32,293,New Mexico,5,56.0,303,Louisville,4,59.0,0
2012,32,32,294,Murray St.,6,53.0,301,Marquette,3,62.0,0
2012,8,32,318,Florida,7,84.0,291,Norfolk St.,15,50.0,1
2012,8,32,277,Syracuse,1,75.0,309,Kansas St.,8,59.0,1
2012,32,32,272,Vanderbilt,5,57.0,265,Wisconsin,4,60.0,0
2012,16,32,326,Cincinnati,6,62.0,317,Florida St.,3,56.0,1
2012,32,32,315,Gonzaga,7,66.0,286,Ohio St.,2,73.0,0
2012,8,32,290,North Carolina,1,87.0,322,Creighton,8,73.0,1
2012,32,32,280,South Florida,12,56.0,287,Ohio,13,62.0,0
2012,16,32,289,North Carolina St.,11,66.0,316,Georgetown,3,63.0,1
2012,32,32,285,Purdue,10,60.0,310,Kansas,2,63.0,0
2012,1,16,308,Kentucky,1,102.0,313,Indiana,4,90.0,1
2012,8,16,330,Baylor,3,75.0,264,Xavier,10,70.0,1
2012,16,16,298,Michigan St.,1,44.0,303,Louisville,4,57.0,0
2012,16,16,301,Marquette,3,58.0,318,Florida,7,68.0,0
2012,8,16,277,Syracuse,1,64.0,265,Wisconsin,4,63.0,1
2012,16,16,326,Cincinnati,6,66.0,286,Ohio St.,2,81.0,0
2012,8,16,290,North Carolina,1,73.0,287,Ohio,13,65.0,1
2012,16,16,289,North Carolina St.,11,57.0,310,Kansas,2,60.0,0
2012,1,8,308,Kentucky,1,82.0,330,Baylor,3,70.0,1
2012,4,8,303,Louisville,4,72.0,318,Florida,7,68.0,1
2012,8,8,277,Syracuse,1,70.0,286,Ohio St.,2,77.0,0
2012,8,8,290,North Carolina,1,67.0,310,Kansas,2,80.0,0
2012,1,4,308,Kentucky,1,69.0,303,Louisville,4,61.0,1
2012,4,4,286,Ohio St.,2,62.0,310,Kansas,2,64.0,0
2012,1,2,308,Kentucky,1,67.0,310,Kansas,2,59.0,1
2011,16,64,226,Ohio St.,1,75.0,204,UTSA,16,46.0,1
2011,32,64,249,George Mason,8,61.0,201,Villanova,9,57.0,1
2011,32,64,199,West Virginia,5,84.0,254,Clemson,12,76.0,1
2011,4,64,240,Kentucky,4,59.0,222,Princeton,13,57.0,1
2011,64,64,196,Xavier,6,55.0,236,Marquette,11,66.0,0
2011,32,64,216,Syracuse,3,77.0,243,Indiana St.,14,60.0,1
2011,32,64,200,Washington,7,68.0,247,Georgia,10,65.0,1
2011,8,64,230,North Carolina,2,102.0,238,LIU Brooklyn,15,87.0,1
2011,16,64,252,Duke,1,87.0,245,Hampton,16,45.0,1
2011,32,64,234,Michigan,8,75.0,214,Tennessee,9,45.0,1
2011,8,64,261,Arizona,5,77.0,235,Memphis,12,75.0,1
2011,32,64,213,Texas,4,85.0,227,Oakland,13,81.0,1
2011,32,64,255,Cincinnati,6,78.0,232,Missouri,11,63.0,1
2011,1,64,253,Connecticut,3,81.0,258,Bucknell,14,52.0,1
2011,32,64,215,Temple,7,66.0,224,Penn St.,10,64.0,1
2011,16,64,218,San Diego St.,2,68.0,229,Northern Colorado,15,50.0,1
2011,8,64,242,Kansas,1,72.0,259,Boston University,16,53.0,1
2011,64,64,207,UNLV,8,62.0,244,Illinois,9,73.0,0
2011,64,64,203,Vanderbilt,5,66.0,220,Richmond,12,69.0,0
2011,64,64,237,Louisville,4,61.0,231,Morehead St.,13,62.0,0
2011,64,64,248,Georgetown,6,56.0,202,VCU,11,74.0,0
2011,32,64,221,Purdue,3,65.0,219,Saint Peter's,14,43.0,1
2011,64,64,212,Texas A&M,7,50.0,250,Florida St.,10,57.0,0
2011,32,64,228,Notre Dame,2,69.0,263,Akron,15,56.0,1
2011,32,64,223,Pittsburgh,1,74.0,208,UNC Asheville,16,51.0,1
2011,2,64,257,Butler,8,60.0,225,Old Dominion,9,58.0,1
2011,32,64,241,Kansas St.,5,73.0,205,Utah St.,12,68.0,1
2011,16,64,198,Wisconsin,4,72.0,260,Belmont,13,58.0,1
2011,64,64,217,St. John's,6,71.0,246,Gonzaga,11,86.0,0
2011,16,64,256,BYU,3,74.0,197,Wofford,14,66.0,1
2011,32,64,209,UCLA,7,78.0,233,Michigan St.,10,76.0,1
2011,8,64,251,Florida,2,79.0,210,UC Santa Barbara,15,51.0,1
2011,16,32,226,Ohio St.,1,98.0,249,George Mason,8,66.0,1
2011,32,32,199,West Virginia,5,63.0,240,Kentucky,4,71.0,0
2011,16,32,236,Marquette,11,66.0,216,Syracuse,3,62.0,1
2011,32,32,200,Washington,7,83.0,230,North Carolina,2,86.0,0
2011,16,32,252,Duke,1,73.0,234,Michigan,8,71.0,1
2011,8,32,261,Arizona,5,70.0,213,Texas,4,69.0,1
2011,32,32,255,Cincinnati,6,58.0,253,Connecticut,3,69.0,0
2011,32,32,215,Temple,7,64.0,218,San Diego St.,2,71.0,0
2011,8,32,242,Kansas,1,73.0,244,Illinois,9,59.0,1
2011,16,32,220,Richmond,12,65.0,231,Morehead St.,13,48.0,1
2011,4,32,202,VCU,11,94.0,221,Purdue,3,76.0,1
2011,16,32,250,Florida St.,10,71.0,228,Notre Dame,2,57.0,1
2011,32,32,223,Pittsburgh,1,70.0,257,Butler,8,71.0,0
2011,32,32,241,Kansas St.,5,65.0,198,Wisconsin,4,70.0,0
2011,32,32,246,Gonzaga,11,67.0,256,BYU,3,89.0,0
2011,32,32,209,UCLA,7,65.0,251,Florida,2,73.0,0
2011,16,16,226,Ohio St.,1,60.0,240,Kentucky,4,62.0,0
2011,16,16,236,Marquette,11,63.0,230,North Carolina,2,81.0,0
2011,16,16,252,Duke,1,77.0,261,Arizona,5,93.0,0
2011,1,16,253,Connecticut,3,74.0,218,San Diego St.,2,67.0,1
2011,8,16,242,Kansas,1,77.0,220,Richmond,12,57.0,1
2011,4,16,202,VCU,11,72.0,250,Florida St.,10,71.0,1
2011,2,16,257,Butler,8,61.0,198,Wisconsin,4,54.0,1
2011,16,16,256,BYU,3,74.0,251,Florida,2,83.0,0
2011,4,8,240,Kentucky,4,76.0,230,North Carolina,2,69.0,1
2011,8,8,261,Arizona,5,63.0,253,Connecticut,3,65.0,0
2011,8,8,242,Kansas,1,61.0,202,VCU,11,71.0,0
2011,2,8,257,Butler,8,74.0,251,Florida,2,71.0,1
2011,4,4,240,Kentucky,4,55.0,253,Connecticut,3,56.0,0
2011,4,4,202,VCU,11,62.0,257,Butler,8,70.0,0
2011,1,2,253,Connecticut,3,53.0,257,Butler,8,41.0,1
2010,32,64,180,Kansas,1,90.0,177,Lehigh,16,74.0,1
2010,64,64,143,UNLV,8,66.0,164,Northern Iowa,9,69.0,0
2010,4,64,173,Michigan St.,5,70.0,166,New Mexico St.,12,67.0,1
2010,32,64,174,Maryland,4,89.0,181,Houston,13,77.0,1
2010,8,64,147,Tennessee,6,62.0,151,San Diego St.,11,59.0,1
2010,64,64,184,Georgetown,3,83.0,161,Ohio,14,97.0,0
2010,64,64,159,Oklahoma St.,7,59.0,183,Georgia Tech,10,64.0,0
2010,16,64,160,Ohio St.,2,68.0,144,UC Santa Barbara,15,51.0,1
2010,16,64,149,Syracuse,1,79.0,139,Vermont,16,56.0,1
2010,32,64,182,Gonzaga,8,67.0,185,Florida St.,9,60.0,1
2010,2,64,193,Butler,5,77.0,141,UTEP,12,59.0,1
2010,64,64,140,Vanderbilt,4,65.0,168,Murray St.,13,66.0,0
2010,16,64,131,Xavier,6,65.0,172,Minnesota,11,54.0,1
2010,32,64,157,Pittsburgh,3,89.0,162,Oakland,14,66.0,1
2010,32,64,192,BYU,7,99.0,186,Florida,10,92.0,1
2010,8,64,179,Kansas St.,2,82.0,165,North Texas,15,62.0,1
2010,8,64,178,Kentucky,1,100.0,187,East Tennessee St.,16,71.0,1
2010,64,64,146,Texas,8,80.0,137,Wake Forest,9,81.0,0
2010,64,64,148,Temple,5,65.0,189,Cornell,12,78.0,0
2010,32,64,133,Wisconsin,4,53.0,132,Wofford,13,49.0,1
2010,64,64,175,Marquette,6,78.0,136,Washington,11,80.0,0
2010,32,64,167,New Mexico,3,62.0,170,Montana,14,57.0,1
2010,64,64,190,Clemson,7,78.0,171,Missouri,10,86.0,0
2010,4,64,135,West Virginia,2,77.0,169,Morgan St.,15,50.0,1
2010,1,64,188,Duke,1,73.0,195,Arkansas Pine Bluff,16,44.0,1
2010,32,64,191,California,8,77.0,176,Louisville,9,62.0,1
2010,32,64,145,Texas A&M,5,69.0,142,Utah St.,12,53.0,1
2010,16,64,156,Purdue,4,72.0,150,Siena,13,64.0,1
2010,64,64,163,Notre Dame,6,50.0,158,Old Dominion,11,51.0,0
2010,8,64,194,Baylor,3,68.0,152,Sam Houston St.,14,59.0,1
2010,64,64,155,Richmond,7,71.0,153,Saint Mary's,10,80.0,0
2010,32,64,138,Villanova,2,73.0,154,Robert Morris,15,70.0,1
2010,32,32,180,Kansas,1,67.0,164,Northern Iowa,9,69.0,0
2010,4,32,173,Michigan St.,5,85.0,174,Maryland,4,83.0,1
2010,8,32,147,Tennessee,6,83.0,161,Ohio,14,68.0,1
2010,32,32,183,Georgia Tech,10,66.0,160,Ohio St.,2,75.0,0
2010,16,32,149,Syracuse,1,87.0,182,Gonzaga,8,65.0,1
2010,2,32,193,Butler,5,54.0,168,Murray St.,13,52.0,1
2010,16,32,131,Xavier,6,71.0,157,Pittsburgh,3,68.0,1
2010,32,32,192,BYU,7,72.0,179,Kansas St.,2,84.0,0
2010,8,32,178,Kentucky,1,90.0,137,Wake Forest,9,60.0,1
2010,16,32,189,Cornell,12,87.0,133,Wisconsin,4,69.0,1
2010,16,32,136,Washington,11,82.0,167,New Mexico,3,64.0,1
2010,32,32,171,Missouri,10,59.0,135,West Virginia,2,68.0,0
2010,1,32,188,Duke,1,68.0,191,California,8,53.0,1
2010,32,32,145,Texas A&M,5,61.0,156,Purdue,4,63.0,0
2010,32,32,158,Old Dominion,11,68.0,194,Baylor,3,76.0,0
2010,16,32,153,Saint Mary's,10,75.0,138,Villanova,2,68.0,1
2010,16,16,164,Northern Iowa,9,52.0,173,Michigan St.,5,59.0,0
2010,8,16,147,Tennessee,6,76.0,160,Ohio St.,2,73.0,1
2010,16,16,149,Syracuse,1,59.0,193,Butler,5,63.0,0
2010,16,16,131,Xavier,6,96.0,179,Kansas St.,2,101.0,0
2010,8,16,178,Kentucky,1,62.0,189,Cornell,12,45.0,1
2010,16,16,136,Washington,11,56.0,135,West Virginia,2,69.0,0
2010,1,16,188,Duke,1,70.0,156,Purdue,4,57.0,1
2010,8,16,194,Baylor,3,72.0,153,Saint Mary's,10,49.0,1
2010,4,8,173,Michigan St.,5,70.0,147,Tennessee,6,69.0,1
2010,2,8,193,Butler,5,63.0,179,Kansas St.,2,56.0,1
2010,8,8,178,Kentucky,1,66.0,135,West Virginia,2,73.0,0
2010,1,8,188,Duke,1,78.0,194,Baylor,3,71.0,1
2010,4,4,173,Michigan St.,5,50.0,193,Butler,5,52.0,0
2010,4,4,135,West Virginia,2,57.0,188,Duke,1,78.0,0
2010,2,2,193,Butler,5,59.0,188,Duke,1,61.0,0
2009,8,64,107,Louisville,1,74.0,97,Morehead St.,16,54.0,1
2009,64,64,92,Ohio St.,8,72.0,84,Siena,9,74.0,0
2009,64,64,75,Utah,5,71.0,127,Arizona,12,84.0,0
2009,64,64,71,Wake Forest,4,69.0,117,Cleveland St.,13,84.0,0
2009,64,64,69,West Virginia,6,60.0,114,Dayton,11,68.0,0
2009,16,64,108,Kansas,3,84.0,94,North Dakota St.,14,74.0,1
2009,64,64,124,Boston College,7,55.0,76,USC,10,72.0,0
2009,2,64,101,Michigan St.,2,77.0,85,Robert Morris,15,62.0,1
2009,4,64,116,Connecticut,1,103.0,119,Chattanooga,16,47.0,1
2009,64,64,122,BYU,8,66.0,78,Texas A&M,9,79.0,0
2009,16,64,87,Purdue,5,61.0,93,Northern Iowa,12,56.0,1
2009,32,64,70,Washington,4,71.0,99,Mississippi St.,13,58.0,1
2009,32,64,105,Marquette,6,58.0,74,Utah St.,11,57.0,1
2009,8,64,98,Missouri,3,78.0,115,Cornell,14,59.0,1
2009,64,64,120,California,7,71.0,104,Maryland,10,84.0,0
2009,16,64,103,Memphis,2,81.0,121,Cal St. Northridge,15,70.0,1
2009,8,64,89,Pittsburgh,1,72.0,112,East Tennessee St.,16,62.0,1
2009,32,64,90,Oklahoma St.,8,77.0,80,Tennessee,9,75.0,1
2009,64,64,111,Florida St.,5,59.0,67,Wisconsin,12,61.0,0
2009,16,64,66,Xavier,4,77.0,88,Portland St.,13,59.0,1
2009,32,64,77,UCLA,6,65.0,73,VCU,11,64.0,1
2009,4,64,72,Villanova,3,80.0,128,American,14,67.0,1
2009,32,64,79,Texas,7,76.0,100,Minnesota,10,62.0,1
2009,16,64,113,Duke,2,86.0,125,Binghamton,15,62.0,1
2009,1,64,95,North Carolina,1,101.0,86,Radford,16,58.0,1
2009,32,64,106,LSU,8,75.0,123,Butler,9,71.0,1
2009,64,64,109,Illinois,5,72.0,68,Western Kentucky,12,76.0,0
2009,16,64,110,Gonzaga,4,77.0,130,Akron,13,64.0,1
2009,32,64,126,Arizona St.,6,66.0,81,Temple,11,57.0,1
2009,16,64,82,Syracuse,3,59.0,83,Stephen F. Austin,14,44.0,1
2009,64,64,118,Clemson,7,59.0,102,Michigan,10,62.0,0
2009,8,64,91,Oklahoma,2,82.0,96,Morgan St.,15,54.0,1
2009,8,32,107,Louisville,1,79.0,84,Siena,9,72.0,1
2009,16,32,127,Arizona,12,71.0,117,Cleveland St.,13,57.0,1
2009,32,32,114,Dayton,11,43.0,108,Kansas,3,60.0,0
2009,32,32,76,USC,10,69.0,101,Michigan St.,2,74.0,0
2009,4,32,116,Connecticut,1,92.0,78,Texas A&M,9,66.0,1
2009,16,32,87,Purdue,5,76.0,70,Washington,4,74.0,1
2009,32,32,105,Marquette,6,79.0,98,Missouri,3,83.0,0
2009,32,32,104,Maryland,10,70.0,103,Memphis,2,89.0,0
2009,8,32,89,Pittsburgh,1,84.0,90,Oklahoma St.,8,76.0,1
2009,32,32,67,Wisconsin,12,49.0,66,Xavier,4,60.0,0
2009,32,32,77,UCLA,6,69.0,72,Villanova,3,89.0,0
2009,32,32,79,Texas,7,69.0,113,Duke,2,74.0,0
2009,1,32,95,North Carolina,1,84.0,106,LSU,8,70.0,1
2009,32,32,68,Western Kentucky,12,81.0,110,Gonzaga,4,83.0,0
2009,32,32,126,Arizona St.,6,67.0,82,Syracuse,3,78.0,0
2009,32,32,102,Michigan,10,63.0,91,Oklahoma,2,73.0,0
2009,8,16,107,Louisville,1,103.0,127,Arizona,12,64.0,1
2009,16,16,108,Kansas,3,62.0,101,Michigan St.,2,67.0,0
2009,4,16,116,Connecticut,1,72.0,87,Purdue,5,60.0,1
2009,8,16,98,Missouri,3,102.0,103,Memphis,2,91.0,1
2009,8,16,89,Pittsburgh,1,60.0,66,Xavier,4,55.0,1
2009,4,16,72,Villanova,3,77.0,113,Duke,2,54.0,1
2009,1,16,95,North Carolina,1,98.0,110,Gonzaga,4,77.0,1
2009,16,16,82,Syracuse,3,71.0,91,Oklahoma,2,84.0,0
2009,8,8,107,Louisville,1,52.0,101,Michigan St.,2,64.0,0
2009,4,8,116,Connecticut,1,82.0,98,Missouri,3,75.0,1
2009,8,8,89,Pittsburgh,1,76.0,72,Villanova,3,78.0,0
2009,1,8,95,North Carolina,1,72.0,91,Oklahoma,2,60.0,1
2009,2,4,101,Michigan St.,2,82.0,116,Connecticut,1,73.0,1
2009,4,4,72,Villanova,3,69.0,95,North Carolina,1,83.0,0
2009,2,2,101,Michigan St.,2,72.0,95,North Carolina,1,89.0,0
2008,4,64,31,North Carolina,1,113.0,32,Mount St. Mary's,16,74.0,1
2008,64,64,44,Indiana,8,72.0,63,Arkansas,9,86.0,0
2008,32,64,30,Notre Dame,5,68.0,48,George Mason,12,50.0,1
2008,16,64,6,Washington St.,4,71.0,3,Winthrop,13,40.0,1
2008,32,64,29,Oklahoma,6,72.0,23,Saint Joseph's,11,64.0,1
2008,8,64,39,Louisville,3,79.0,59,Boise St.,14,61.0,1
2008,32,64,58,Butler,7,81.0,19,South Alabama,10,61.0,1
2008,16,64,16,Tennessee,2,72.0,65,American,15,57.0,1
2008,1,64,43,Kansas,1,85.0,25,Portland St.,16,61.0,1
2008,32,64,11,UNLV,8,71.0,41,Kent St.,9,58.0,1
2008,64,64,55,Clemson,5,69.0,7,Villanova,12,75.0,0
2008,64,64,8,Vanderbilt,4,62.0,20,Siena,13,83.0,0
2008,64,64,10,USC,6,67.0,42,Kansas St.,11,80.0,0
2008,16,64,2,Wisconsin,3,71.0,56,Cal St. Fullerton,14,56.0,1
2008,64,64,45,Gonzaga,7,76.0,51,Davidson,10,82.0,0
2008,32,64,47,Georgetown,2,66.0,12,UMBC,15,47.0,1
2008,2,64,37,Memphis,1,87.0,9,UT Arlington,16,63.0,1
2008,32,64,34,Mississippi St.,8,76.0,27,Oregon,9,69.0,1
2008,16,64,35,Michigan St.,5,72.0,17,Temple,12,61.0,1
2008,32,64,26,Pittsburgh,4,82.0,28,Oral Roberts,13,63.0,1
2008,32,64,38,Marquette,6,74.0,40,Kentucky,11,66.0,1
2008,16,64,18,Stanford,3,77.0,52,Cornell,14,53.0,1
2008,32,64,36,Miami FL,7,78.0,22,Saint Mary's,10,64.0,1
2008,8,64,15,Texas,2,74.0,62,Austin Peay,15,54.0,1
2008,4,64,13,UCLA,1,70.0,33,Mississippi Valley St.,16,29.0,1
2008,64,64,57,BYU,8,62.0,14,Texas A&M,9,67.0,0
2008,64,64,50,Drake,5,99.0,4,Western Kentucky,12,101.0,0
2008,64,64,54,Connecticut,4,69.0,21,San Diego,13,70.0,0
2008,32,64,24,Purdue,6,90.0,61,Baylor,11,79.0,1
2008,8,64,1,Xavier,3,73.0,46,Georgia,14,61.0,1
2008,16,64,5,West Virginia,7,75.0,64,Arizona,10,65.0,1
2008,32,64,49,Duke,2,71.0,60,Belmont,15,70.0,1
2008,4,32,31,North Carolina,1,108.0,63,Arkansas,9,77.0,1
2008,32,32,30,Notre Dame,5,41.0,6,Washington St.,4,61.0,0
2008,32,32,29,Oklahoma,6,48.0,39,Louisville,3,78.0,0
2008,32,32,58,Butler,7,71.0,16,Tennessee,2,76.0,0
2008,1,32,43,Kansas,1,75.0,11,UNLV,8,56.0,1
2008,16,32,7,Villanova,12,84.0,20,Siena,13,72.0,1
2008,32,32,42,Kansas St.,11,55.0,2,Wisconsin,3,72.0,0
2008,8,32,51,Davidson,10,74.0,47,Georgetown,2,70.0,1
2008,2,32,37,Memphis,1,77.0,34,Mississippi St.,8,74.0,1
2008,16,32,35,Michigan St.,5,65.0,26,Pittsburgh,4,54.0,1
2008,32,32,38,Marquette,6,81.0,18,Stanford,3,82.0,0
2008,32,32,36,Miami FL,7,72.0,15,Texas,2,75.0,0
2008,4,32,13,UCLA,1,51.0,14,Texas A&M,9,49.0,1
2008,16,32,4,Western Kentucky,12,72.0,21,San Diego,13,63.0,1
2008,32,32,24,Purdue,6,78.0,1,Xavier,3,85.0,0
2008,16,32,5,West Virginia,7,73.0,49,Duke,2,67.0,1
2008,4,16,31,North Carolina,1,68.0,6,Washington St.,4,47.0,1
2008,8,16,39,Louisville,3,79.0,16,Tennessee,2,60.0,1
2008,1,16,43,Kansas,1,72.0,7,Villanova,12,57.0,1
2008,16,16,2,Wisconsin,3,56.0,51,Davidson,10,73.0,0
2008,2,16,37,Memphis,1,92.0,35,Michigan St.,5,74.0,1
2008,16,16,18,Stanford,3,62.0,15,Texas,2,82.0,0
2008,4,16,13,UCLA,1,88.0,4,Western Kentucky,12,78.0,1
2008,8,16,1,Xavier,3,79.0,5,West Virginia,7,75.0,1
2008,4,8,31,North Carolina,1,83.0,39,Louisville,3,73.0,1
2008,1,8,43,Kansas,1,59.0,51,Davidson,10,57.0,1
2008,2,8,37,Memphis,1,85.0,15,Texas,2,67.0,1
2008,4,8,13,UCLA,1,76.0,1,Xavier,3,57.0,1
2008,4,4,31,North Carolina,1,66.0,43,Kansas,1,84.0,0
2008,2,4,37,Memphis,1,78.0,13,UCLA,1,63.0,1
2008,1,2,43,Kansas,1,75.0,37,Memphis,1,68.0,1
