YEAR,TEAM NO,TEAM,SEED,ROUND,NET,KPI,SOR,WAB RANK,RESUME AVG,RESUME AVG RANK,BPI,KP,SAG,TRK,QUALITY AVG,QUALITY AVG RANK,Q1A W,Q1A L,Q1 W,Q1 L,Q2 W,Q2 L,Q1&2 W,Q1&2 L,Q3 W,Q3 L,Q4 W,Q4 L
2024,1061,Florida,7,64,26,23,16,,19.5,19,23,24,,,23.5,22,4,4,6,8,4,2,10,10,9,1,5,0
2024,1060,Florida Atlantic,8,64,39,33,40,,36.5,34,35,41,,,38,38,1,1,2,2,8,3,10,5,8,1,7,2
2024,1059,Gonzaga,5,16,17,46,22,,34,30,16,15,,,15.5,15,2,3,3,6,4,1,7,7,5,0,12,0
2024,1058,Grambling St.,16,64,279,246,205,,225.5,225,291,267,,,279,279,0,4,0,6,0,0,0,6,0,2,17,6
2024,1057,Grand Canyon,12,32,50,52,52,,52,51,61,53,,,57,58,0,0,1,0,2,2,3,2,11,2,14,0
2024,1056,Houston,1,16,1,2,1,,1.5,1,1,2,,,1.5,2,6,3,16,4,3,0,19,4,4,0,7,0
2024,1055,Howard,16,68,273,282,248,,265,267,260,274,,,267,265,0,0,0,1,0,3,0,4,1,5,15,7
2024,1054,Illinois,3,8,15,10,9,,9.5,9,12,10,,,11,11,2,5,8,6,6,1,14,7,7,1,5,0
2024,1053,Iowa St.,2,16,6,6,4,,5,5,6,5,,,5.5,6,6,3,10,6,6,1,16,7,2,0,9,0
2024,1052,James Madison,12,32,52,88,33,,60.5,63,46,59,,,52.5,53,1,0,1,1,0,1,1,2,7,1,22,0
2024,1051,Kansas,4,32,20,13,12,,12.5,12,20,22,,,21,21,5,6,7,9,6,0,13,9,4,1,4,0
2024,1050,Kentucky,3,64,19,20,20,,20,20,21,18,,,19.5,20,6,2,6,7,2,1,8,8,8,1,7,0
2024,1049,Long Beach St.,15,64,170,159,158,,158.5,152,172,163,,,167.5,168,0,1,0,1,3,2,3,3,7,5,9,6
2024,1048,Longwood,16,64,162,197,167,,182,183,140,157,,,148.5,149,0,1,0,1,1,2,1,3,4,4,13,6
2024,1047,Marquette,2,16,13,16,6,,11,11,14,12,,,13,13,4,6,9,8,6,1,15,9,4,0,6,0
2024,1046,McNeese St.,12,64,56,91,62,,76.5,76,52,60,,,56,56,0,0,1,0,2,2,3,2,4,0,19,1
2024,1045,Michigan St.,9,32,24,45,50,,47.5,47,19,19,,,19,19,2,7,3,9,6,5,9,14,6,0,4,0
2024,1044,Mississippi St.,8,64,31,36,38,,37,36,29,30,,,29.5,28,3,6,4,9,4,3,8,12,7,0,6,1
2024,1043,Montana St.,16,68,208,258,277,,267.5,271,281,213,,,247,250,0,0,0,1,1,2,1,3,4,6,10,7
2024,1042,Morehead St.,14,64,106,129,114,,121.5,121,101,111,,,106,105,0,2,0,2,0,2,0,4,3,2,19,2
2024,1037,North Carolina St.,11,4,63,53,57,,55,55,57,58,,,57.5,59,3,6,3,8,6,5,9,13,4,1,9,0
2024,1041,Nebraska,8,64,33,27,24,,25.5,25,37,29,,,33,35,1,4,4,7,5,3,9,10,7,0,7,0
2024,1040,Nevada,10,64,34,24,32,,28,27,55,36,,,45.5,46,3,2,6,6,2,0,8,6,8,1,9,0
2024,1039,New Mexico,11,64,22,25,54,,39.5,38,43,23,,,33,35,2,5,5,6,3,1,8,7,7,1,10,1
2024,1038,North Carolina,1,16,8,5,5,,5,5,11,9,,,10,10,5,2,9,3,7,4,16,7,6,0,5,0
2024,1036,Northwestern,9,32,53,41,29,,35,33,39,46,,,42.5,42,2,6,4,7,5,3,9,10,5,0,7,1
2024,1035,Oakland,14,32,126,105,102,,103.5,103,131,137,,,134,135,0,3,1,5,1,0,2,5,7,6,14,0
2024,1034,Oregon,11,32,59,44,47,,45.5,45,62,55,,,58.5,61,2,4,4,6,5,4,9,10,8,1,6,0
2024,1033,Purdue,1,2,3,1,3,,2,2,3,3,,,3,3,9,2,12,4,8,0,20,4,6,0,3,0
2024,1032,Saint Mary's,5,64,16,34,49,,41.5,40,15,20,,,17.5,18,3,1,5,3,3,2,8,5,5,2,12,0
2024,1031,Saint Peter's,15,64,189,199,180,,189.5,192,197,187,,,192,190,0,0,0,1,0,2,0,3,3,6,15,4
2024,1030,Samford,13,64,74,75,71,,73,74,96,82,,,89,86,0,1,0,2,2,0,2,2,10,3,15,0
2024,1029,San Diego St.,5,16,21,17,28,,22.5,21,34,21,,,27.5,26,2,7,4,9,6,1,10,10,6,0,6,0
2024,1028,South Carolina,6,64,51,21,10,,15.5,15,54,49,,,51.5,50,2,5,6,5,5,0,11,5,6,2,9,0
2024,1027,South Dakota St.,15,64,135,184,157,,170.5,169,152,134,,,143,143,0,0,0,1,0,2,0,3,7,4,12,5
2024,1026,Stetson,16,64,209,194,146,,170,168,178,218,,,198,196,0,2,1,2,0,2,1,4,1,0,17,8
2024,1025,TCU,9,64,42,59,26,,42.5,43,26,32,,,29,27,2,8,5,11,3,1,8,12,5,0,8,0
2024,1024,Tennessee,2,8,7,4,7,,5.5,6,7,7,,,7,7,6,4,8,7,5,1,13,8,6,0,5,0
2024,1023,Texas,7,32,30,47,27,,37,36,22,28,,,25,25,3,8,5,9,3,2,8,11,5,1,7,0
2024,1022,Texas A&M,9,32,45,39,45,,42,42,36,43,,,39.5,39,3,4,7,7,6,3,13,10,2,4,5,0
2024,1021,Texas Tech,6,64,28,31,19,,25,23,25,25,,,25,25,4,4,6,9,4,1,10,10,6,0,7,0
2024,1020,UAB,12,64,105,70,83,,76.5,76,119,106,,,112.5,112,0,1,0,4,7,3,7,7,9,2,6,2
2024,1019,Utah St.,8,32,38,26,23,,24.5,22,68,48,,,58,60,1,4,4,5,4,1,8,6,7,0,10,0
2024,1018,Vermont,13,64,102,77,66,,71.5,73,81,104,,,92.5,93,0,0,0,2,2,0,2,2,9,3,15,1
2024,1017,Virginia,10,68,54,38,30,,34,30,56,68,,,62,62,1,3,2,7,8,3,10,10,7,0,6,0
2024,1016,Wagner,16,64,290,305,269,,287,286,273,293,,,283,286,0,0,0,2,0,0,0,2,3,3,11,10
2024,1015,Washington St.,7,32,44,35,35,,35,33,42,42,,,42,41,2,2,6,4,3,4,9,8,7,1,8,0
2024,1014,Western Kentucky,15,64,136,160,141,,150.5,148,158,132,,,145,147,0,0,0,0,1,0,1,0,6,7,12,4
2024,1013,Wisconsin,5,64,18,14,18,,16,16,18,17,,,17.5,18,3,7,5,9,9,4,14,13,4,0,4,0
2024,1012,Yale,13,32,81,79,85,,82,82,63,81,,,72,73,0,2,0,3,3,2,3,5,10,2,7,2
2023,1011,Alabama,1,16,2,1,1,,1,1,2,3,1,,2,2,4,4,13,5,6,0,19,5,7,0,3,0
2023,1010,Arizona,2,64,10,9,8,,8.5,8,9,10,8,,9,10,5,1,9,2,7,4,16,6,5,0,7,0
2023,1009,Arizona St.,11,64,66,52,47,,49.5,49,72,68,66,,68.7,73,2,4,5,6,4,5,9,11,5,0,8,1
2023,1008,Arkansas,8,16,21,23,43,,33,35,14,20,23,,19,17,2,8,4,10,4,2,8,12,10,1,2,0
2023,1007,Auburn,9,32,32,31,33,,32,33,27,29,26,,27.3,28,1,7,3,10,6,1,9,11,8,1,3,0
2023,1006,Baylor,3,32,15,10,10,,10,9,12,15,13,,13.3,13,6,6,11,10,4,0,15,10,0,0,7,0
2023,1005,Boise St.,10,64,29,22,39,,30.5,30,47,31,56,,44.7,44,2,4,3,5,9,2,12,7,6,2,5,0
2023,1003,College of Charleston,12,64,51,55,36,,45.5,46,63,73,70,,68.7,73,0,0,0,1,2,0,2,1,12,2,16,0
2023,1004,Colgate,15,64,101,136,110,,123,125,98,114,109,,107,108,0,1,0,1,1,0,1,1,2,5,22,2
2023,1002,Connecticut,4,1,8,21,11,,16,14,6,4,6,,5.3,5,3,4,6,6,6,1,12,7,5,1,8,0
2023,1001,Creighton,6,8,17,42,32,,37,36,11,13,11,,11.7,11,2,7,3,8,6,3,9,11,6,1,6,0
2023,1000,Drake,12,64,55,47,61,,54,54,55,66,55,,58.7,58,0,0,1,1,3,3,4,4,10,3,12,0
2023,999,Duke,5,32,16,11,14,,12.5,12,16,21,14,,17,15,1,4,5,6,7,2,12,8,4,0,10,0
2023,998,Fairleigh Dickinson,16,32,301,312,283,,297.5,299,290,312,307,,303,306,0,0,0,1,0,0,0,1,1,2,16,12
2023,997,Florida Atlantic,9,4,13,27,22,,24.5,25,34,26,42,,34,35,1,0,2,1,4,2,6,3,11,0,12,0
2023,996,Furman,13,32,88,117,84,,100.5,100,92,89,80,,87,88,0,0,0,2,1,0,1,2,9,3,14,2
2023,995,Gonzaga,3,8,6,7,9,,8,7,8,8,4,,6.7,7,4,4,6,4,5,0,11,4,8,1,8,0
2023,994,Grand Canyon,14,64,104,98,105,,101.5,101,94,109,112,,105,105,0,1,1,2,2,1,3,3,8,7,10,1
2023,993,Houston,1,16,1,5,6,,5.5,5,1,1,2,,1.3,1,3,1,7,2,8,0,15,2,7,1,9,0
2023,992,Howard,16,64,214,180,168,,174,169,224,215,220,,219.7,221,0,1,0,3,0,0,0,3,4,6,15,3
2023,991,Illinois,9,64,34,46,37,,41.5,41,30,33,27,,30,30,2,4,2,11,7,1,9,12,4,0,7,0
2023,990,Indiana,4,32,30,20,21,,20.5,20,17,30,18,,21.7,22,4,6,6,9,6,2,12,11,4,0,6,0
2023,989,Iona,13,64,58,90,79,,84.5,86,51,74,79,,68,69,0,0,0,1,0,2,0,3,7,2,20,2
2023,988,Iowa,8,64,39,44,45,,44.5,44,32,37,31,,33.3,34,2,3,4,7,9,3,13,10,1,2,5,1
2023,987,Iowa St.,6,64,20,28,24,,26,26,25,23,32,,26.7,27,6,7,10,11,2,2,12,13,1,0,6,0
2023,986,Kansas,1,32,9,2,2,,2,2,10,9,7,,8.7,9,8,6,17,7,4,0,21,7,3,0,3,0
2023,985,Kansas St.,3,8,24,15,13,,14,13,31,24,25,,26.7,27,4,5,9,8,4,1,13,9,3,0,7,0
2023,984,Kennesaw St.,14,64,115,89,74,,81.5,81,134,127,149,,136.7,139,0,2,0,4,2,0,2,4,8,2,13,2
2023,983,Kent St.,13,64,59,71,50,,60.5,60,73,71,65,,69.7,74,0,2,0,3,2,1,2,4,11,1,13,1
2023,982,Kentucky,6,32,26,26,27,,26.5,27,15,28,20,,21,21,3,4,6,7,6,1,12,8,3,2,6,1
2023,981,Louisiana Lafayette,13,64,89,88,67,,77.5,77,99,92,97,,96,94,0,1,0,2,1,3,1,5,10,1,12,1
2023,980,Marquette,2,32,12,16,7,,11.5,11,13,12,12,,12.3,12,5,3,7,5,6,0,13,5,7,1,8,0
2023,979,Maryland,8,32,31,41,38,,39.5,40,20,22,24,,22,24,1,6,3,10,6,2,9,12,3,0,9,0
2023,978,Memphis,8,64,23,18,18,,18,19,29,19,15,,21,21,1,3,4,4,9,3,13,7,7,1,6,0
2023,977,Miami FL,5,4,35,25,20,,22.5,23,36,40,35,,37,36,0,2,5,5,6,0,11,5,7,1,7,1
2023,976,Michigan St.,7,16,33,35,25,,30,29,37,32,30,,33,32,1,8,5,9,7,2,12,11,3,1,4,0
2023,975,Mississippi St.,11,68,49,51,40,,45.5,46,44,49,53,,48.7,48,2,6,4,8,4,3,8,11,5,1,8,0
2023,974,Missouri,7,32,42,29,16,,22.5,23,61,51,52,,54.7,52,2,6,6,9,4,0,10,9,6,0,8,0
2023,973,Montana St.,14,64,103,134,99,,116.5,119,109,110,131,,116.7,118,0,1,0,2,2,1,2,3,6,5,15,1
2023,971,North Carolina St.,11,64,45,38,41,,39.5,40,45,55,46,,48.7,48,0,4,1,6,7,4,8,10,5,0,10,0
2023,972,Nevada,11,68,37,32,54,,43,42,71,43,84,,66,64,1,4,4,5,3,3,7,8,11,2,3,0
2023,970,Northern Kentucky,16,64,154,146,138,,142,143,146,161,158,,155,153,0,1,0,2,1,3,1,5,5,4,14,3
2023,969,Northwestern,7,32,41,36,28,,32,33,41,42,40,,41,40,4,3,7,6,4,5,11,11,1,0,9,0
2023,968,Oral Roberts,12,64,36,78,42,,60,59,83,56,75,,71.3,75,0,3,0,4,1,0,1,4,6,0,19,0
2023,967,Penn St.,10,32,48,37,29,,33,35,46,39,41,,42,42,1,5,7,7,5,5,12,12,4,1,6,0
2023,966,Pittsburgh,11,32,67,56,52,,54,54,66,77,59,,67.3,67,0,3,4,4,3,5,7,9,5,1,10,1
2023,965,Princeton,15,16,111,104,97,,100.5,100,110,112,107,,109.7,110,0,0,0,1,2,2,2,3,8,3,9,2
2023,964,Providence,11,64,56,66,46,,56,56,40,44,38,,40.7,39,2,6,3,8,3,2,6,10,4,1,11,0
2023,963,Purdue,1,64,5,3,3,,3,3,7,7,10,,8,8,5,2,10,4,9,1,19,5,5,0,5,0
2023,962,Saint Mary's,5,32,11,12,31,,21.5,21,18,11,17,,15.3,14,2,3,2,3,7,2,9,5,11,2,5,0
2023,961,San Diego St.,5,2,14,6,15,,10.5,10,24,14,28,,22,24,2,5,5,5,6,1,11,6,13,0,2,0
2023,960,Southeast Missouri St.,16,68,242,246,254,,250,251,257,257,256,,256.7,256,0,1,0,3,0,0,0,3,2,4,15,9
2023,959,TCU,6,32,28,34,26,,30,29,28,27,21,,25.3,25,4,7,8,11,5,0,13,11,0,0,8,1
2023,958,Tennessee,4,16,4,13,23,,18,19,3,5,9,,5.7,6,3,4,7,7,3,3,10,10,6,0,7,0
2023,957,Texas,2,8,7,4,4,,4,4,5,6,5,,5.3,5,6,5,14,8,4,0,18,8,1,0,7,0
2023,956,Texas A&M,7,64,19,17,19,,18,19,19,25,19,,21,21,4,4,7,6,5,1,12,7,6,0,7,2
2023,955,Texas A&M Corpus Chris,16,64,175,221,179,,200,205,210,170,199,,193,195,0,1,0,3,0,0,0,3,1,1,18,6
2023,954,Texas Southern,16,68,294,307,299,,303,307,292,285,283,,286.7,288,0,3,0,4,1,3,1,7,1,2,10,11
2023,953,UC Santa Barbara,14,64,100,105,89,,97,97,123,102,106,,110.3,111,0,0,0,0,3,1,3,1,9,5,13,1
2023,952,UCLA,2,16,3,8,5,,6.5,6,4,2,3,,3,3,3,3,8,5,9,0,17,5,5,0,7,0
2023,951,UNC Asheville,15,64,140,131,80,,105.5,103,136,146,154,,145.3,144,0,1,1,2,0,0,1,2,4,2,20,3
2023,950,USC,10,64,50,40,35,,37.5,37,54,36,36,,42,42,1,4,3,6,7,2,10,8,6,1,6,1
2023,949,Utah St.,10,64,18,14,34,,24,24,42,18,37,,32.3,31,0,5,2,5,9,1,11,6,13,0,1,2
2023,948,VCU,12,64,53,30,49,,39.5,40,56,58,45,,53,50,0,1,1,1,4,4,5,5,12,0,10,2
2023,947,Vermont,15,64,109,106,103,,104.5,102,97,113,104,,104.7,103,0,1,0,3,1,3,1,6,5,3,16,1
2023,946,Virginia,4,64,27,19,17,,18,19,22,34,29,,28.3,29,1,3,5,5,6,1,11,6,5,1,9,0
2023,945,West Virginia,9,64,25,33,30,,31.5,31,23,17,22,,20.7,18,1,11,6,13,6,1,12,14,1,0,6,0
2023,944,Xavier,3,16,22,24,12,,18,19,21,16,16,,17.7,16,4,5,8,6,5,1,13,7,4,2,8,0
2022,943,Akron,13,64,127,122,112,,117,116,102,131,132,,121.7,118,0,1,0,2,2,1,2,3,4,4,16,2
2022,942,Alabama,6,64,30,16,29,,22.5,22,21,25,23,,23,21,4,6,8,8,5,3,13,11,5,2,1,0
2022,941,Arizona,1,16,2,3,2,,2.5,2,3,2,2,,2.3,2,4,2,6,3,9,0,15,3,9,0,7,0
2022,940,Arkansas,4,8,20,18,16,,17,16,20,20,17,,19,19,5,2,7,6,5,1,12,7,6,1,7,0
2022,939,Auburn,2,32,11,6,6,,6,6,12,10,12,,11.3,12,3,3,8,5,7,0,15,5,8,0,4,0
2022,938,Baylor,1,32,4,2,4,,3,3,6,5,4,,5,5,4,4,10,5,8,1,18,6,2,0,6,0
2022,937,Boise St.,8,64,29,22,37,,29.5,28,55,26,38,,39.7,37,2,1,6,3,7,3,13,6,7,0,6,1
2022,936,Bryant,16,68,200,183,127,,155,156,169,183,202,,184.7,182,0,1,0,1,0,3,0,4,3,2,18,3
2022,935,Cal St. Fullerton,15,64,153,162,147,,154.5,155,175,149,159,,161,161,0,1,0,2,1,1,1,3,7,3,11,4
2022,934,Chattanooga,13,64,63,50,57,,53.5,55,64,72,85,,73.7,76,0,1,1,2,3,0,4,2,11,2,10,3
2022,933,Colgate,14,64,128,190,153,,171.5,168,109,119,133,,120.3,117,0,0,0,2,1,0,1,2,1,6,20,3
2022,932,Colorado St.,6,64,28,15,27,,21,19,80,31,37,,49.3,48,1,2,5,3,8,1,13,4,3,1,8,0
2022,931,Connecticut,5,64,17,23,22,,22.5,22,18,18,16,,17.3,17,2,4,5,6,8,3,13,9,3,0,7,0
2022,930,Creighton,9,32,55,27,34,,30.5,31,68,53,45,,55.3,55,2,5,7,6,4,4,11,10,6,1,5,0
2022,929,Davidson,10,64,41,38,35,,36.5,37,50,41,55,,48.7,47,0,1,2,2,4,3,6,5,9,1,11,0
2022,928,Delaware,15,64,137,105,135,,120,120,149,145,147,,147,150,0,0,0,2,1,4,1,6,8,4,12,2
2022,927,Duke,2,4,12,14,11,,12.5,12,11,12,11,,11.3,12,3,1,6,2,6,3,12,5,8,1,8,0
2022,926,Georgia St.,16,64,159,148,139,,143.5,141,136,151,142,,143,146,0,0,0,1,0,1,0,2,7,6,8,2
2022,925,Gonzaga,1,16,1,5,7,,6,6,1,1,1,,1,1,5,2,10,3,2,0,12,3,1,0,13,0
2022,924,Houston,5,8,3,13,14,,13.5,14,2,4,5,,3.7,3,0,3,1,4,10,1,11,5,10,0,8,0
2022,923,Illinois,4,32,15,20,18,,19,17,15,17,15,,15.7,15,5,3,6,6,6,3,12,9,6,0,4,0
2022,922,Indiana,12,64,38,60,44,,52,52,33,36,29,,32.7,32,2,7,4,8,4,4,8,12,5,1,7,0
2022,921,Iowa,5,64,14,24,17,,20.5,18,14,13,13,,13.3,14,3,5,4,6,8,3,12,9,7,0,7,0
2022,920,Iowa St.,11,16,49,45,30,,37.5,38,52,48,60,,53.3,53,2,8,9,8,1,4,10,12,2,0,8,0
2022,919,Jacksonville St.,15,64,143,171,138,,154.5,155,126,146,149,,140.3,142,0,1,0,2,1,1,1,3,3,2,15,5
2022,918,Kansas,1,1,6,1,1,,1,1,8,6,3,,5.7,6,4,4,12,5,8,1,20,6,5,0,3,0
2022,917,Kentucky,2,64,5,9,5,,7,7,4,3,6,,4.3,4,3,6,9,7,5,0,14,7,4,0,8,0
2022,916,Longwood,14,64,125,149,102,,125.5,125,130,144,165,,146.3,149,0,1,0,1,0,1,0,2,4,2,17,3
2022,915,Loyola Chicago,10,64,23,51,45,,48,47,25,24,36,,28.3,30,1,1,3,2,5,4,8,6,7,1,9,0
2022,914,LSU,6,64,18,25,25,,25,24,16,19,19,,18,18,2,6,6,9,5,1,11,10,6,1,5,0
2022,913,Marquette,9,64,42,36,50,,43,42,54,47,49,,50,50,4,5,5,7,5,5,10,12,4,0,5,0
2022,912,Memphis,9,32,33,30,39,,34.5,35,24,28,26,,26,24,2,1,5,4,3,4,8,8,8,2,5,0
2022,911,Miami FL,10,8,62,40,33,,36.5,37,58,62,64,,61.3,61,2,1,4,3,5,4,9,7,9,3,5,0
2022,910,Michigan,11,16,34,37,47,,42,41,27,33,24,,28,28,4,8,5,10,3,3,8,13,6,1,3,0
2022,909,Michigan St.,7,32,36,26,23,,24.5,23,32,40,27,,33,33,5,8,5,9,8,2,13,11,6,1,3,0
2022,908,Montana St.,14,64,120,111,114,,112.5,112,162,125,141,,142.7,145,0,0,0,2,0,0,0,2,5,3,20,2
2022,907,Murray St.,7,32,21,43,20,,31.5,33,30,27,68,,41.7,40,1,1,2,1,3,0,5,1,5,1,17,0
2022,906,New Mexico St.,12,32,79,42,70,,56,57,116,81,89,,95.3,93,0,0,2,0,4,2,6,2,9,2,8,2
2022,905,Norfolk St.,16,64,156,177,119,,148,146,135,168,198,,167,165,0,1,0,1,0,1,0,2,2,1,19,3
2022,904,North Carolina,8,2,31,34,19,,26.5,26,26,29,25,,26.7,25,2,4,3,8,3,0,6,8,13,0,5,1
2022,903,Notre Dame,11,32,53,64,38,,51,49,51,52,54,,52.3,52,1,4,2,8,2,1,4,9,11,1,6,0
2022,902,Ohio St.,7,32,26,29,32,,30.5,31,23,32,22,,25.7,23,3,5,5,5,5,5,10,10,6,1,3,0
